mjd,rh,delta,alpha,aper_arcsec,mag,mag_err,filter
59414.56522,1.742,1.248,35.071,11.03352,15.009,0.013,c
59416.54799,1.726,1.218,35.327,11.2995,14.474,0.016,o
59416.55353,1.726,1.218,35.328,11.2995,14.504,0.046,o
59416.55675,1.726,1.218,35.328,11.30136,14.468,0.013,o
59416.56782,1.726,1.218,35.33,11.30136,14.473,0.013,o
59417.52584,1.719,1.204,35.453,11.43342,14.462,0.016,o
59417.53318,1.719,1.204,35.454,11.43528,14.452,0.019,o
59417.53641,1.719,1.204,35.455,11.43528,14.455,0.019,o
59417.55019,1.719,1.203,35.456,11.43714,14.434,0.016,o
59420.51095,1.696,1.161,35.837,11.85936,14.294,0.014,o
59420.52012,1.696,1.161,35.839,11.85936,14.304,0.014,o
59420.52335,1.696,1.161,35.839,11.86122,14.29,0.014,o
59420.53441,1.696,1.16,35.84,11.86308,14.291,0.082,o
59428.51398,1.636,1.05,36.868,13.11114,13.91,0.011,o
59428.52331,1.636,1.05,36.869,13.113,13.921,0.011,o
59428.53853,1.636,1.05,36.871,13.11486,13.911,0.011,o
59428.56189,1.635,1.049,36.874,13.11858,13.91,0.01,o
59432.53761,1.606,0.997,37.391,13.80678,14.164,0.01,c
59432.54408,1.606,0.997,37.391,13.80864,14.169,0.01,c
59432.54696,1.606,0.997,37.392,13.80864,14.174,0.01,c
59432.55713,1.606,0.997,37.393,13.8105,14.173,0.011,c
59433.60023,1.598,0.983,37.53,13.99836,14.11,0.011,c
59433.60569,1.598,0.983,37.53,13.99836,14.123,0.011,c
59433.60753,1.598,0.983,37.531,14.00022,14.118,0.011,c
59433.61485,1.598,0.983,37.531,14.00022,14.121,0.011,c
59434.56196,1.591,0.971,37.656,14.17506,13.638,0.012,o
59434.56518,1.591,0.971,37.656,14.17506,13.658,0.012,o
59434.56793,1.591,0.971,37.657,14.17506,13.64,0.012,o
59434.58078,1.591,0.971,37.658,14.17878,13.646,0.012,o
59435.58009,1.584,0.958,37.79,14.36478,13.591,0.012,o
59435.5829,1.584,0.958,37.791,14.36478,13.61,0.012,o
59435.60761,1.584,0.958,37.794,14.3685,13.594,0.014,o
59435.62042,1.584,0.958,37.796,14.37222,13.607,0.014,o
59436.546,1.577,0.946,37.918,14.54706,13.982,0.011,c
59436.54969,1.577,0.946,37.919,14.54706,13.989,0.012,c
59436.55523,1.577,0.946,37.919,14.54892,13.987,0.011,c
59436.56953,1.577,0.946,37.921,14.55078,13.984,0.011,c
59438.54453,1.563,0.922,38.185,14.93394,13.446,0.011,o
59438.54875,1.563,0.922,38.186,14.9358,13.461,0.012,o
59438.55614,1.562,0.922,38.187,14.9358,13.468,0.012,o
59438.56808,1.562,0.921,38.188,14.93952,13.459,0.012,o
59440.5284,1.548,0.898,38.453,15.33012,13.788,0.012,c
59440.53947,1.548,0.898,38.455,15.33198,13.78,0.012,c
59440.55383,1.548,0.898,38.457,15.3357,13.795,0.011,c
59440.55876,1.548,0.897,38.458,15.33756,13.804,0.011,c
59441.58278,1.541,0.885,38.598,15.54588,13.742,0.011,c
59441.58747,1.541,0.885,38.598,15.54774,13.719,0.011,c
59441.59848,1.541,0.885,38.6,15.5496,13.729,0.011,c
59441.61352,1.541,0.885,38.602,15.55332,13.73,0.011,c
59442.52796,1.534,0.874,38.728,15.74304,13.268,0.011,o
59442.5455,1.534,0.874,38.73,15.74676,13.28,0.011,o
59442.55421,1.534,0.874,38.731,15.74862,13.266,0.012,o
59442.55883,1.534,0.874,38.732,15.74862,13.281,0.01,o
59444.48111,1.521,0.852,39.001,16.15596,13.199,0.011,o
59444.48779,1.521,0.852,39.001,16.15782,13.21,0.012,o
59444.49067,1.521,0.852,39.002,16.15782,13.176,0.011,o
59444.4958,1.521,0.852,39.003,16.15968,13.18,0.011,o
59445.58493,1.513,0.84,39.157,16.3959,13.143,0.01,o
59445.5957,1.513,0.839,39.158,16.39776,13.17,0.012,o
59445.59616,1.513,0.839,39.159,16.39776,13.123,0.011,o
59445.59759,1.513,0.839,39.159,16.39776,13.138,0.011,o
59445.59805,1.513,0.839,39.159,16.39776,13.119,0.01,o
59445.60987,1.513,0.839,39.16,16.40148,13.165,0.013,o
59445.61033,1.513,0.839,39.161,16.40148,13.102,0.011,o
59445.62827,1.513,0.839,39.163,16.4052,13.122,0.012,o
59445.63011,1.513,0.839,39.163,16.4052,13.095,0.014,o
59448.53673,1.493,0.807,39.584,17.05434,13.019,0.013,o
59448.53996,1.493,0.807,39.584,17.05434,13.013,0.013,o
59448.54366,1.493,0.807,39.585,17.0562,12.998,0.012,o
59448.54873,1.493,0.807,39.586,17.05806,13.016,0.013,o
59450.54532,1.48,0.786,39.883,17.51748,12.901,0.012,o
59450.54715,1.48,0.786,39.883,17.51934,12.895,0.012,o
59450.54989,1.479,0.786,39.883,17.51934,12.905,0.012,o
59451.55268,1.473,0.775,40.035,17.75556,12.866,0.012,o
59451.55498,1.473,0.775,40.036,17.75556,12.861,0.013,o
59451.55773,1.473,0.775,40.036,17.75742,12.858,0.012,o
59451.58223,1.473,0.775,40.04,17.763,12.86,0.013,o
59457.5888,1.434,0.715,40.988,19.23984,12.559,0.011,o
59457.59296,1.434,0.715,40.989,19.2417,12.55,0.01,o
59457.5948,1.434,0.715,40.989,19.2417,12.549,0.009,o
59457.60824,1.434,0.715,40.992,19.24542,12.54,0.01,o
59461.55026,1.409,0.679,41.653,20.27028,12.296,0.067,o
59461.55303,1.409,0.679,41.653,20.27028,12.415,0.088,o
59461.5582,1.409,0.679,41.654,20.27214,12.24,0.08,o
59461.56344,1.409,0.679,41.655,20.274,12.262,0.01,o
59461.59847,1.409,0.679,41.661,20.2833,12.308,0.011,o
59461.60126,1.409,0.679,41.662,20.2833,12.326,0.011,o
59465.54918,1.386,0.645,42.355,21.34536,12.226,0.058,o
59465.55781,1.386,0.645,42.357,21.34908,12.162,0.01,o
59465.55965,1.386,0.645,42.357,21.34908,12.162,0.01,o
59465.58594,1.385,0.645,42.362,21.35652,12.16,0.009,o
59467.50217,1.374,0.629,42.71,21.8829,12.453,0.012,c
59467.50497,1.374,0.629,42.711,21.8829,12.464,0.011,c
59467.51003,1.374,0.629,42.712,21.88476,12.511,0.011,c
59467.5151,1.374,0.629,42.713,21.88662,12.531,0.011,c
59479.50154,1.312,0.545,45.04,25.2402,11.529,0.015,o
59479.50849,1.312,0.545,45.041,25.24206,11.53,0.014,o
59479.5108,1.312,0.545,45.041,25.24392,11.526,0.014,o
59479.51863,1.312,0.545,45.043,25.24578,11.524,0.013,o
59485.53899,1.285,0.512,46.262,26.8863,11.287,0.012,o
59485.54083,1.285,0.512,46.262,26.8863,11.28,0.013,o
59485.54408,1.285,0.512,46.263,26.88816,11.282,0.013,o
59485.55225,1.285,0.512,46.265,26.89002,11.269,0.036,o
59487.54778,1.277,0.502,46.663,27.41268,11.236,0.013,o
59487.55098,1.277,0.502,46.664,27.41268,11.239,0.013,o
59487.55478,1.277,0.502,46.665,27.41454,11.237,0.013,o
59487.56266,1.277,0.502,46.666,27.4164,11.236,0.013,o
59491.54991,1.262,0.484,47.437,28.41336,11.11,0.014,o
59491.55174,1.262,0.484,47.438,28.41522,11.109,0.014,o
59491.55597,1.262,0.484,47.438,28.41522,11.11,0.013,o
59491.56112,1.262,0.484,47.439,28.41708,11.115,0.014,o
59493.50848,1.256,0.477,47.798,28.8765,10.941,0.055,o
59493.5104,1.256,0.477,47.798,28.87836,11.048,0.016,o
59493.51363,1.256,0.477,47.799,28.87836,11.034,0.013,o
59493.5241,1.256,0.477,47.8,28.88022,11.031,0.013,o
59501.51358,1.233,0.451,49.069,30.53562,10.776,0.015,o
59501.51542,1.233,0.451,49.069,30.53562,10.778,0.015,o
59501.52617,1.233,0.451,49.07,30.53748,10.776,0.015,o
59501.531,1.233,0.451,49.071,30.53934,10.778,0.016,o
59505.53103,1.224,0.441,49.539,31.20522,10.661,0.015,o
59505.55646,1.224,0.441,49.541,31.20894,10.656,0.015,o
59505.56385,1.224,0.441,49.542,31.2108,10.647,0.018,o
59505.57155,1.224,0.441,49.543,31.2108,10.646,0.014,o
59507.53636,1.221,0.437,49.72,31.49538,10.636,0.018,o
59507.5382,1.221,0.437,49.72,31.49538,10.636,0.018,o
59507.55169,1.221,0.437,49.721,31.49724,10.633,0.018,o
59507.55449,1.221,0.437,49.721,31.49724,10.634,0.018,o
59509.48592,1.218,0.434,49.857,31.7502,10.559,0.013,o
59509.48776,1.218,0.434,49.857,31.7502,10.561,0.013,o
59509.49424,1.218,0.434,49.858,31.7502,10.554,0.013,o
59509.50069,1.218,0.434,49.858,31.75206,10.552,0.013,o
59509.50115,1.218,0.434,49.858,31.75206,10.565,0.012,o
59509.50669,1.218,0.434,49.858,31.75206,10.571,0.011,o
59509.50901,1.218,0.433,49.858,31.75206,10.56,0.012,o
59509.5187,1.218,0.433,49.859,31.75392,10.565,0.011,o
59517.53922,1.211,0.423,49.962,32.51652,10.258,0.011,o
59517.54199,1.211,0.423,49.961,32.51652,10.257,0.011,o
59517.55542,1.211,0.423,49.961,32.51838,10.257,0.011,o
59517.5582,1.211,0.423,49.961,32.51838,10.287,0.011,o
59519.5619,1.211,0.422,49.857,32.64114,10.28,0.013,o
59519.56373,1.211,0.422,49.857,32.64114,10.281,0.012,o
59519.56648,1.211,0.422,49.856,32.64114,10.282,0.012,o
59523.56725,1.211,0.419,49.479,32.81784,10.627,0.019,c
59523.56908,1.211,0.419,49.479,32.81784,10.638,0.023,c
59525.51694,1.213,0.419,49.211,32.86992,10.173,0.01,o
59525.51928,1.213,0.419,49.211,32.86992,10.174,0.01,o
59525.52567,1.213,0.419,49.21,32.86992,10.177,0.01,o
59525.53081,1.213,0.419,49.209,32.86992,10.17,0.01,o
59527.52833,1.214,0.418,48.875,32.9034,10.532,0.01,c
59527.53201,1.214,0.418,48.875,32.9034,10.526,0.015,c
59527.53478,1.214,0.418,48.874,32.9034,10.502,0.022,c
59527.54103,1.214,0.418,48.873,32.9034,10.548,0.046,c
59529.56808,1.217,0.418,48.474,32.91642,10.124,0.01,o
59529.56995,1.217,0.418,48.473,32.91642,10.118,0.01,o
59557.53046,1.298,0.435,36.842,31.6572,10.147,0.011,o
59557.53185,1.298,0.435,36.841,31.6572,10.147,0.01,o
59557.53469,1.298,0.435,36.839,31.6572,10.152,0.01,o
59561.52419,1.316,0.44,34.313,31.27962,10.17,0.011,o
59561.52604,1.316,0.44,34.312,31.27962,10.169,0.01,o
59561.52788,1.316,0.44,34.31,31.27962,10.188,0.01,o
59561.5288,1.316,0.44,34.31,31.27962,10.168,0.011,o
59561.55272,1.316,0.44,34.294,31.2759,10.185,0.011,o
59561.55319,1.316,0.44,34.294,31.2759,10.167,0.01,o
59565.44557,1.336,0.446,31.659,30.8481,10.257,0.011,o
59565.44741,1.336,0.446,31.658,30.8481,10.259,0.011,o
59565.45252,1.336,0.446,31.654,30.8481,10.254,0.011,o
59565.46362,1.336,0.446,31.647,30.84624,10.256,0.011,o
59566.03437,1.339,0.447,31.247,30.77742,10.271,0.019,o
59566.0398,1.339,0.447,31.244,30.77742,10.277,0.019,o
59566.04301,1.339,0.447,31.241,30.77742,10.265,0.018,o
59566.05666,1.339,0.447,31.232,30.77556,10.27,0.018,o
59573.49712,1.379,0.463,25.775,29.75442,10.386,0.011,o
59573.49897,1.379,0.463,25.774,29.75442,10.388,0.011,o
59573.52738,1.38,0.463,25.752,29.74884,10.388,0.011,o
59573.53651,1.38,0.463,25.745,29.74884,10.391,0.011,o
59580.98158,1.424,0.484,19.973,28.45242,10.506,0.07,o
59581.00309,1.424,0.484,19.956,28.4487,10.52,0.098,o
59584.98302,1.449,0.498,16.853,27.63588,10.73,0.087,o
59587.49905,1.466,0.508,14.929,27.08346,11.091,0.012,c
59587.50199,1.466,0.508,14.927,27.0816,11.087,0.013,c
59587.50782,1.466,0.508,14.923,27.07974,11.097,0.012,c
59587.54306,1.466,0.508,14.896,27.0723,11.097,0.013,c
59589.44202,1.479,0.517,13.482,26.6352,10.755,0.01,o
59589.44483,1.479,0.517,13.48,26.6352,10.757,0.01,o
59589.44809,1.479,0.517,13.478,26.63334,10.756,0.01,o
59589.47108,1.479,0.517,13.461,26.62776,10.755,0.01,o
59591.42096,1.492,0.526,12.06,26.16276,10.828,0.014,o
59593.43071,1.506,0.536,10.691,25.668,10.862,0.011,o
59593.44933,1.506,0.536,10.679,25.66242,10.858,0.011,o
59594.42011,1.512,0.542,10.053,25.41876,10.902,0.011,o
59594.42588,1.512,0.542,10.05,25.4169,10.898,0.011,o
59594.42911,1.512,0.542,10.048,25.4169,10.898,0.011,o
59594.43926,1.512,0.542,10.041,25.41318,10.896,0.011,o
59601.48788,1.562,0.584,6.723,23.5662,11.082,0.01,o
59601.49299,1.562,0.584,6.722,23.56434,11.084,0.011,o
59601.51367,1.562,0.584,6.717,23.55876,11.083,0.01,o
59601.51644,1.562,0.584,6.716,23.55876,11.085,0.011,o
59603.49566,1.576,0.598,6.389,23.02308,11.183,0.011,o
59603.49892,1.576,0.598,6.389,23.02308,11.184,0.011,o
59603.50519,1.576,0.598,6.389,23.02122,11.186,0.011,o
59603.53112,1.577,0.598,6.386,23.01378,11.192,0.011,o
59605.92031,1.594,0.616,6.444,22.36278,11.729,0.017,c
59605.92171,1.594,0.616,6.444,22.36278,11.727,0.017,c
59605.92592,1.594,0.616,6.445,22.36092,11.727,0.017,c
59606.40831,1.597,0.619,6.514,22.22886,11.335,0.011,o
59606.412,1.597,0.619,6.514,22.22886,11.334,0.011,o
59606.42219,1.598,0.619,6.516,22.22514,11.335,0.01,o
59607.44582,1.605,0.627,6.716,21.94614,11.394,0.011,o
59607.44912,1.605,0.627,6.717,21.94614,11.397,0.011,o
59607.48451,1.605,0.627,6.725,21.93498,11.397,0.011,o
59607.51298,1.606,0.628,6.731,21.92754,11.398,0.011,o
59609.4057,1.619,0.643,7.275,21.41046,11.535,0.012,o
59609.40616,1.619,0.643,7.276,21.41046,11.552,0.011,o
59609.42055,1.62,0.643,7.28,21.40674,11.529,0.011,o
59609.42425,1.62,0.643,7.282,21.40674,11.547,0.011,o
59609.47376,1.62,0.643,7.298,21.39186,11.54,0.011,o
59609.47701,1.62,0.643,7.3,21.39186,11.542,0.01,o
59609.483,1.62,0.644,7.302,21.39,11.54,0.011,o
59609.51643,1.62,0.644,7.313,21.3807,11.542,0.01,o
59610.4312,1.627,0.651,7.641,21.13146,11.606,0.01,o
59610.43632,1.627,0.651,7.643,21.1296,11.603,0.01,o
59610.43954,1.627,0.651,7.644,21.1296,11.603,0.01,o
59610.45172,1.627,0.652,7.648,21.12588,11.601,0.01,o
59612.42316,1.642,0.668,8.448,20.59206,11.705,0.011,o
59612.42638,1.642,0.668,8.45,20.5902,11.705,0.011,o
59612.46084,1.642,0.669,8.464,20.5809,11.709,0.011,o
59612.46848,1.642,0.669,8.468,20.57904,11.714,0.011,o
59612.46894,1.642,0.669,8.468,20.57904,11.723,0.011,o
59613.42774,1.649,0.677,8.89,20.3205,12.196,0.01,c
59613.43094,1.649,0.677,8.891,20.3205,12.197,0.01,c
59613.43825,1.649,0.677,8.895,20.31678,12.193,0.011,c
59613.4498,1.649,0.678,8.9,20.31492,12.196,0.01,c
59615.39615,1.664,0.695,9.796,19.79412,11.945,0.011,o
59616.40312,1.672,0.705,10.271,19.52628,11.985,0.011,o
59616.40866,1.672,0.705,10.274,19.52442,11.983,0.01,o
59616.41336,1.672,0.705,10.276,19.52442,11.99,0.011,o
59616.44993,1.672,0.705,10.293,19.51512,11.986,0.01,o
59619.38924,1.694,0.734,11.695,18.74694,12.192,0.011,o
59619.39256,1.694,0.734,11.696,18.74508,12.194,0.011,o
59619.39839,1.694,0.734,11.699,18.74322,12.191,0.011,o
59619.4084,1.694,0.734,11.704,18.74136,12.19,0.011,o
59621.39083,1.71,0.755,12.64,18.23544,12.342,0.011,o
59627.47556,1.756,0.822,15.367,16.74558,12.704,0.015,o
59627.48687,1.756,0.822,15.372,16.74372,12.708,0.015,o
59627.49008,1.756,0.822,15.374,16.74186,12.688,0.015,o
59627.50349,1.757,0.822,15.379,16.74,12.695,0.016,o
59628.42827,1.764,0.833,15.768,16.52238,12.794,0.051,o
59628.43239,1.764,0.833,15.77,16.52238,12.776,0.011,o
59628.44116,1.764,0.833,15.774,16.52052,12.79,0.026,o
59628.45693,1.764,0.833,15.78,16.5168,12.771,0.013,o
59630.37999,1.779,0.856,16.564,16.07412,12.898,0.011,o
59630.38365,1.779,0.856,16.565,16.07412,12.898,0.011,o
59630.39098,1.779,0.856,16.568,16.07226,12.906,0.016,o
59630.40155,1.779,0.857,16.573,16.0704,12.899,0.016,o
59631.35436,1.786,0.868,16.948,15.85464,12.983,0.011,o
59631.38629,1.787,0.869,16.961,15.8472,12.976,0.01,o
59631.39184,1.787,0.869,16.963,15.8472,12.963,0.011,o
59632.39202,1.794,0.881,17.348,15.624,13.025,0.01,o
59632.39518,1.794,0.881,17.349,15.624,13.026,0.01,o
59632.40342,1.795,0.881,17.352,15.62214,13.029,0.01,o
59632.41349,1.795,0.881,17.356,15.62028,13.033,0.01,o
59633.3776,1.802,0.893,17.718,15.4101,13.525,0.011,c
59633.3808,1.802,0.893,17.719,15.40824,13.516,0.011,c
59633.38925,1.802,0.893,17.722,15.40638,13.527,0.011,c
59633.42334,1.803,0.894,17.735,15.39894,13.524,0.011,c
59634.50487,1.811,0.908,18.13,15.16644,13.168,0.012,o
59634.50807,1.811,0.908,18.131,15.16644,13.174,0.012,o
59634.51357,1.811,0.908,18.133,15.16458,13.164,0.012,o
59634.52366,1.811,0.908,18.137,15.16272,13.182,0.012,o
59635.38489,1.818,0.919,18.443,14.98044,13.241,0.01,o
59635.39333,1.818,0.919,18.446,14.97858,13.233,0.01,o
59635.41716,1.818,0.919,18.455,14.973,13.228,0.01,o
59635.42059,1.818,0.919,18.456,14.973,13.233,0.01,o
59636.3368,1.825,0.931,18.774,14.78142,13.302,0.01,o
59636.34707,1.825,0.931,18.777,14.77956,13.301,0.01,o
59636.38232,1.826,0.932,18.789,14.77212,13.295,0.011,o
59636.38557,1.826,0.932,18.791,14.77026,13.441,0.011,o
59637.38662,1.833,0.945,19.128,14.56566,13.762,0.012,c
59637.39218,1.834,0.945,19.13,14.5638,13.789,0.012,c
59637.39587,1.834,0.945,19.131,14.5638,13.767,0.012,c
59637.40788,1.834,0.945,19.135,14.56008,13.769,0.012,c
59638.34059,1.841,0.958,19.441,14.37222,13.83,0.012,c
59638.34341,1.841,0.958,19.442,14.37036,13.815,0.012,c
59638.34935,1.841,0.958,19.444,14.37036,13.824,0.012,c
59638.38492,1.841,0.958,19.456,14.36292,13.867,0.012,c
59639.35747,1.849,0.971,19.765,14.16948,13.51,0.011,o
59639.36069,1.849,0.972,19.766,14.16762,13.512,0.012,o
59639.36781,1.849,0.972,19.769,14.16576,13.513,0.011,o
59639.37105,1.849,0.972,19.77,14.16576,13.505,0.011,o
59639.37424,1.849,0.972,19.771,14.16576,13.501,0.011,o
59639.37789,1.849,0.972,19.772,14.1639,13.518,0.012,o
59639.38107,1.849,0.972,19.773,14.1639,13.509,0.011,o
59639.39445,1.849,0.972,19.777,14.16204,13.518,0.012,o
59640.40605,1.857,0.986,20.089,13.96302,13.557,0.012,o
59640.40929,1.857,0.986,20.09,13.96302,13.546,0.011,o
59640.42331,1.857,0.986,20.094,13.9593,13.552,0.012,o
59640.44117,1.857,0.986,20.1,13.95558,13.548,0.012,o
59643.32873,1.88,1.027,20.937,13.40874,13.733,0.012,o
59643.33603,1.88,1.027,20.939,13.40688,13.73,0.012,o
59643.3393,1.88,1.027,20.94,13.40688,13.729,0.012,o
59643.37466,1.881,1.027,20.95,13.39944,13.74,0.011,o
59644.3269,1.888,1.041,21.209,13.2246,13.794,0.011,o
59644.33009,1.888,1.041,21.209,13.2246,13.811,0.011,o
59644.33785,1.888,1.041,21.211,13.22274,13.799,0.012,o
59644.35029,1.888,1.041,21.215,13.22088,13.797,0.012,o
59645.33678,1.896,1.055,21.474,13.04232,14.294,0.027,c
59645.35841,1.896,1.056,21.48,13.0386,14.324,0.021,c
59646.33221,1.904,1.07,21.727,12.86748,13.95,0.037,o
59646.3356,1.904,1.07,21.727,12.86562,13.925,0.015,o
59646.34148,1.904,1.07,21.729,12.86562,13.908,0.016,o
59647.32483,1.912,1.084,21.97,12.6945,13.973,0.012,o
59647.3281,1.912,1.084,21.971,12.69264,13.97,0.02,o
59647.33453,1.912,1.085,21.972,12.69264,13.968,0.014,o
59649.32303,1.927,1.114,22.433,12.35412,14.103,0.013,o
59649.32586,1.927,1.114,22.434,12.35412,14.114,0.013,o
59657.32465,1.991,1.238,23.962,11.1135,14.52,0.016,o
59657.33007,1.991,1.239,23.962,11.1135,14.543,0.016,o
59657.33327,1.991,1.239,23.963,11.1135,14.573,0.016,o
59657.34705,1.991,1.239,23.965,11.11164,14.527,0.016,o
59658.34688,1.999,1.255,24.121,10.96842,14.594,0.014,o
59658.35008,1.999,1.255,24.122,10.96842,14.639,0.015,o
59658.35561,1.999,1.255,24.123,10.96656,14.608,0.015,o
59658.36661,1.999,1.255,24.124,10.9647,14.609,0.015,o
59659.33267,2.007,1.271,24.269,10.83078,14.682,0.014,o
59659.33313,2.007,1.271,24.269,10.83078,14.93,0.014,o
59659.33586,2.007,1.271,24.269,10.83078,14.69,0.014,o
59659.34156,2.007,1.271,24.27,10.82892,14.707,0.047,o
59659.34626,2.007,1.271,24.271,10.82892,14.664,0.014,o
59659.35445,2.007,1.271,24.272,10.82706,14.684,0.014,o
59660.29116,2.014,1.287,24.405,10.69872,14.741,0.014,o
59660.29987,2.014,1.287,24.406,10.69686,14.726,0.013,o
59660.30306,2.014,1.287,24.407,10.69686,14.732,0.013,o
59660.31322,2.014,1.287,24.408,10.695,14.713,0.013,o
59663.28752,2.038,1.336,24.791,10.30068,14.863,0.013,o
59663.29902,2.038,1.336,24.792,10.30068,14.855,0.013,o
59663.30588,2.038,1.337,24.793,10.29882,14.864,0.013,o
59663.30907,2.038,1.337,24.793,10.29882,14.859,0.013,o
59664.32121,2.046,1.354,24.91,10.16862,14.873,0.045,o
59664.3249,2.046,1.354,24.91,10.16862,14.906,0.013,o
59664.33038,2.046,1.354,24.911,10.16862,14.925,0.013,o
59664.34055,2.046,1.354,24.912,10.16676,14.887,0.013,o
59665.30282,2.054,1.37,25.017,10.04586,15.443,0.03,c
59665.30647,2.054,1.37,25.017,10.04586,15.452,0.03,c
59665.31195,2.054,1.37,25.018,10.04586,15.469,0.03,c
59665.32249,2.054,1.37,25.019,10.044,15.442,0.03,c
59666.31067,2.062,1.387,25.12,9.92124,15.483,0.031,c
59666.31387,2.062,1.387,25.12,9.92124,15.461,0.03,c
59666.32029,2.062,1.387,25.121,9.92124,15.415,0.03,c
