mjd,rh,delta,alpha,aper_arcsec,mag,mag_err,filter
59666.33178,2.062,1.388,25.122,9.91938,15.441,0.03,c
59667.32336,2.07,1.405,25.217,9.80034,15.191,0.091,o
59669.31673,2.085,1.439,25.39,9.56598,15.554,0.029,c
59669.31993,2.085,1.439,25.39,9.56412,15.602,0.03,c
59669.32733,2.086,1.439,25.391,9.56412,15.567,0.029,c
59669.33755,2.086,1.439,25.392,9.56226,15.553,0.029,c
59670.32067,2.093,1.456,25.468,9.45066,15.711,0.029,c
59670.32386,2.093,1.457,25.468,9.45066,15.742,0.029,c
59670.33026,2.093,1.457,25.469,9.4488,15.717,0.031,c
59670.34085,2.094,1.457,25.47,9.4488,15.719,0.029,c
59670.35411,2.094,1.457,25.471,9.44694,15.748,0.03,c
59670.3598,2.094,1.457,25.471,9.44694,15.746,0.03,c
59670.37533,2.094,1.457,25.472,9.44508,15.747,0.029,c
59670.37823,2.094,1.457,25.472,9.44322,15.707,0.029,c
59671.29669,2.101,1.474,25.538,9.34092,15.287,0.015,o
59671.29988,2.101,1.474,25.538,9.34092,15.282,0.014,o
59671.30581,2.101,1.474,25.539,9.34092,15.293,0.015,o
59671.31726,2.101,1.474,25.54,9.33906,15.276,0.014,o
59672.27106,2.109,1.491,25.603,9.23304,15.307,0.015,o
59672.28068,2.109,1.491,25.604,9.23304,15.329,0.015,o
59672.29335,2.109,1.491,25.604,9.23118,15.341,0.014,o
59672.297,2.109,1.491,25.605,9.23118,15.315,0.015,o
59673.29254,2.117,1.509,25.665,9.1233,15.857,0.062,c
59673.29987,2.117,1.509,25.665,9.1233,15.883,0.064,c
59677.25785,2.148,1.58,25.852,8.7141,16.129,0.032,c
59677.26105,2.148,1.58,25.852,8.71224,16.15,0.036,c
59677.27047,2.148,1.58,25.853,8.71224,16.057,0.037,c
59677.28196,2.148,1.58,25.853,8.71038,16.016,0.032,c
59677.28471,2.148,1.58,25.853,8.71038,15.49,0.03,c
59678.22121,2.156,1.597,25.885,8.61738,16.239,0.043,c
59678.22325,2.156,1.597,25.885,8.61738,16.101,0.039,c
59678.23836,2.156,1.597,25.886,8.61738,16.075,0.036,c
59678.23881,2.156,1.597,25.886,8.61738,15.917,0.034,c
59678.24292,2.156,1.598,25.886,8.61552,16.042,0.035,c
59682.32783,2.188,1.672,25.976,8.2305,15.786,0.03,o
59682.33195,2.188,1.672,25.976,8.2305,15.788,0.04,o
59682.33836,2.188,1.672,25.976,8.2305,15.766,0.029,o
59682.35219,2.188,1.673,25.976,8.22864,16.15,0.081,o
59683.31259,2.196,1.69,25.986,8.14308,15.867,0.027,o
59683.31579,2.196,1.691,25.986,8.14308,15.825,0.026,o
59683.33332,2.196,1.691,25.986,8.14122,15.848,0.028,o
59683.34596,2.196,1.691,25.986,8.13936,15.851,0.028,o
59684.27189,2.203,1.708,25.991,8.05752,15.868,0.026,o
59684.28321,2.203,1.708,25.991,8.05752,15.91,0.027,o
59684.28644,2.203,1.709,25.991,8.05566,15.932,0.028,o
59684.29238,2.203,1.709,25.991,8.05566,15.891,0.027,o
59689.26309,2.242,1.802,25.957,7.63902,16.087,0.021,o
59689.26822,2.242,1.802,25.957,7.63902,16.099,0.021,o
59689.27234,2.242,1.802,25.957,7.63902,16.02,0.02,o
59689.28253,2.242,1.802,25.957,7.63716,16.097,0.022,o
59690.29657,2.25,1.821,25.938,7.55718,16.53,0.033,c
59690.29977,2.25,1.821,25.938,7.55718,16.533,0.035,c
59690.30528,2.25,1.821,25.937,7.55718,16.521,0.033,c
59690.31535,2.25,1.822,25.937,7.55532,16.552,0.034,c
59692.2585,2.265,1.859,25.889,7.40652,16.241,0.023,o
59692.26123,2.265,1.859,25.889,7.40652,16.223,0.023,o
59692.26398,2.265,1.859,25.889,7.40652,16.329,0.026,o
59692.26444,2.265,1.859,25.889,7.40652,16.267,0.023,o
59692.2722,2.265,1.859,25.889,7.40466,16.233,0.038,o
59692.28239,2.266,1.859,25.888,7.40466,16.297,0.085,o
59693.28972,2.273,1.878,25.858,7.3284,16.714,0.105,c
59694.24565,2.281,1.897,25.825,7.25772,16.786,0.038,c
59694.24933,2.281,1.897,25.825,7.25772,16.798,0.038,c
59694.25485,2.281,1.897,25.825,7.25772,16.731,0.037,c
59694.26469,2.281,1.897,25.824,7.25586,16.833,0.038,c
59695.25564,2.289,1.916,25.787,7.18518,16.388,0.025,o
59695.26194,2.289,1.916,25.787,7.18332,16.426,0.049,o
59695.2656,2.289,1.916,25.786,7.18332,16.409,0.025,o
59695.27567,2.289,1.916,25.786,7.18332,16.309,0.075,o
59696.30937,2.297,1.936,25.743,7.10892,16.404,0.023,o
59696.31305,2.297,1.936,25.743,7.10892,16.427,0.023,o
59696.32273,2.297,1.936,25.743,7.10892,16.423,0.023,o
59696.33519,2.297,1.937,25.742,7.10706,16.422,0.024,o
59697.25307,2.304,1.954,25.701,7.04382,16.556,0.064,c
59697.28523,2.304,1.955,25.699,7.0401,16.852,0.034,c
59698.32451,2.312,1.975,25.649,6.96942,16.961,0.03,c
59698.32771,2.312,1.975,25.649,6.96942,16.907,0.029,c
59698.33413,2.312,1.975,25.649,6.96942,16.874,0.029,c
59698.34693,2.313,1.975,25.648,6.96756,16.925,0.031,c
59710.2405,2.404,2.208,24.829,6.23472,17.072,0.064,o
59710.24428,2.404,2.208,24.829,6.23472,17.004,0.057,o
59710.25715,2.404,2.208,24.828,6.23286,16.923,0.053,o
59710.27116,2.404,2.208,24.827,6.23286,16.918,0.061,o
59711.27137,2.412,2.228,24.739,6.17706,17.021,0.051,o
59711.27459,2.412,2.228,24.739,6.17706,17.13,0.057,o
59711.2798,2.412,2.228,24.739,6.17706,16.955,0.049,o
59711.29605,2.412,2.229,24.737,6.17706,16.968,0.052,o
59712.27398,2.419,2.248,24.649,6.12312,17.225,0.065,o
59712.27996,2.42,2.248,24.649,6.12312,17.207,0.067,o
59712.28549,2.42,2.248,24.648,6.12312,17.116,0.055,o
59712.29885,2.42,2.248,24.647,6.12126,17.085,0.058,o
59713.01025,2.425,2.262,24.581,6.08406,16.974,0.075,o
59713.01405,2.425,2.263,24.581,6.08406,17.575,0.125,o
59713.02,2.425,2.263,24.58,6.08406,17.04,0.081,o
59713.03057,2.425,2.263,24.579,6.0822,18.016,0.195,o
59714.29009,2.435,2.288,24.46,6.0171,17.023,0.06,o
59714.29375,2.435,2.288,24.46,6.0171,17.226,0.087,o
59714.30381,2.435,2.288,24.459,6.01524,17.151,0.072,o
59714.3125,2.435,2.288,24.458,6.01524,17.284,0.08,o
59715.00055,2.44,2.302,24.391,5.9799,17.005,0.086,o
59715.00325,2.44,2.302,24.391,5.9799,17.186,0.102,o
59715.01005,2.44,2.302,24.391,5.9799,16.898,0.081,o
59715.01999,2.44,2.302,24.39,5.9799,17.373,0.125,o
59715.27406,2.442,2.307,24.365,5.96688,17.232,0.068,o
59715.27774,2.442,2.307,24.364,5.96502,17.352,0.076,o
59715.28466,2.442,2.307,24.364,5.96502,17.274,0.074,o
59715.29989,2.442,2.308,24.362,5.96502,17.265,0.074,o
59716.24109,2.45,2.326,24.268,5.91666,17.207,0.044,o
59716.24431,2.45,2.326,24.268,5.91666,17.291,0.048,o
59716.25086,2.45,2.326,24.267,5.91666,17.146,0.045,o
59716.26281,2.45,2.327,24.266,5.91666,17.357,0.065,o
59717.27898,2.457,2.347,24.163,5.86458,17.223,0.042,o
59717.28447,2.458,2.347,24.162,5.86458,17.265,0.049,o
59717.2944,2.458,2.347,24.161,5.86458,17.174,0.049,o
59717.29898,2.458,2.347,24.161,5.86458,17.382,0.061,o
59719.25104,2.472,2.386,23.955,5.76972,17.391,0.043,o
59719.25427,2.472,2.386,23.955,5.76972,17.376,0.042,o
59719.27772,2.473,2.386,23.952,5.76786,17.353,0.043,o
59719.282,2.473,2.386,23.952,5.76786,17.309,0.041,o
59720.307,2.48,2.407,23.84,5.7195,17.454,0.052,o
59720.31115,2.48,2.407,23.84,5.7195,17.391,0.049,o
59720.31667,2.48,2.407,23.839,5.7195,17.413,0.051,o
59720.33233,2.481,2.407,23.837,5.71764,17.434,0.057,o
59721.23862,2.487,2.425,23.737,5.67672,17.802,0.059,c
59721.246,2.487,2.425,23.736,5.67486,17.835,0.057,c
59721.25607,2.488,2.425,23.735,5.67486,17.869,0.058,c
59721.25927,2.488,2.425,23.735,5.67486,17.881,0.059,c
59722.26459,2.495,2.445,23.621,5.62836,17.858,0.057,c
59722.27008,2.495,2.445,23.62,5.62836,17.914,0.06,c
59722.27419,2.495,2.446,23.62,5.62836,17.836,0.056,c
59722.28562,2.495,2.446,23.619,5.62836,17.893,0.06,c
59723.26753,2.503,2.465,23.506,5.58372,17.489,0.05,o
59723.27167,2.503,2.465,23.505,5.58372,17.573,0.054,o
59723.27443,2.503,2.465,23.505,5.58372,17.441,0.046,o
59723.27766,2.503,2.465,23.504,5.58372,17.428,0.046,o
59723.27812,2.503,2.465,23.504,5.58372,17.425,0.048,o
59723.2841,2.503,2.466,23.504,5.58372,17.508,0.049,o
59723.29331,2.503,2.466,23.503,5.58186,17.486,0.052,o
59723.29976,2.503,2.466,23.502,5.58186,17.96,0.074,o
59724.26735,2.51,2.485,23.388,5.53908,17.441,0.045,o
59724.27104,2.51,2.485,23.388,5.53908,17.528,0.048,o
59724.27933,2.51,2.485,23.387,5.53908,17.491,0.046,o
59724.28946,2.51,2.485,23.386,5.53908,17.468,0.045,o
59724.69365,2.513,2.493,23.338,5.52048,17.586,0.077,o
59724.69737,2.513,2.493,23.337,5.52048,17.559,0.067,o
59724.7045,2.513,2.494,23.337,5.52048,17.659,0.065,o
59724.71457,2.514,2.494,23.335,5.51862,17.547,0.058,o
59725.266,2.518,2.505,23.269,5.4963,17.923,0.06,c
59725.26966,2.518,2.505,23.269,5.49444,18.05,0.067,c
59725.27515,2.518,2.505,23.268,5.49444,17.995,0.065,c
59725.28798,2.518,2.505,23.267,5.49444,18.03,0.07,c
59726.26446,2.525,2.524,23.148,5.45166,18.072,0.066,c
59726.26812,2.525,2.525,23.148,5.45166,18.141,0.07,c
59726.27546,2.525,2.525,23.147,5.45166,18.069,0.067,c
59726.28599,2.525,2.525,23.146,5.45166,18.072,0.069,c
59740.26538,2.629,2.799,21.26,4.91784,18.192,0.12,o
59740.26857,2.629,2.799,21.259,4.91784,17.927,0.095,o
59740.27406,2.629,2.799,21.259,4.91784,18.069,0.111,o
59740.28785,2.629,2.8,21.257,4.91598,18.029,0.112,o
59742.99217,2.649,2.852,20.856,4.8267,18.222,0.171,o
59742.99591,2.649,2.852,20.855,4.8267,18.458,0.217,o
59743.00421,2.649,2.852,20.854,4.8267,17.958,0.132,o
59743.00696,2.649,2.852,20.853,4.8267,18.466,0.207,o
59743.01257,2.649,2.852,20.853,4.82484,17.807,0.133,o
59743.01302,2.649,2.852,20.853,4.82484,18.259,0.184,o
59743.02362,2.649,2.853,20.851,4.82484,18.057,0.153,o
59750.97295,2.707,3.005,19.615,4.58118,18.581,0.145,o
59750.97939,2.707,3.005,19.614,4.58118,18.662,0.145,o
59750.99135,2.707,3.005,19.612,4.58118,18.542,0.14,o
59766.96717,2.821,3.3,16.905,4.17012,18.437,0.153,o
59766.9708,2.822,3.3,16.904,4.17012,19.047,0.268,o
59766.97688,2.822,3.3,16.903,4.17012,18.525,0.166,o
59768.68908,2.834,3.331,16.598,4.13292,18.2,0.178,o
59768.70009,2.834,3.331,16.596,4.13292,18.932,0.259,o
