mjd,rh,delta,alpha,aper_arcsec,mag,mag_err,filter
59843.53053,2.084,1.178,15.898,11.68266,18.703,0.237,o
59843.53099,2.084,1.178,15.898,11.68266,19.098,0.351,o
59843.5333,2.084,1.178,15.897,11.68266,18.821,0.265,o
59843.53885,2.084,1.178,15.895,11.68452,19.016,0.322,o
59843.54023,2.084,1.178,15.895,11.68452,18.835,0.283,o
59843.54906,2.084,1.178,15.892,11.68452,18.902,0.258,o
59844.42902,2.078,1.167,15.584,11.79426,18.921,0.203,c
59844.43095,2.078,1.167,15.583,11.79426,19.093,0.222,c
59844.43372,2.078,1.167,15.582,11.79426,18.766,0.163,c
59844.45587,2.078,1.167,15.574,11.79612,18.939,0.189,c
59844.45914,2.078,1.167,15.573,11.79798,19.002,0.198,c
59844.46099,2.078,1.167,15.573,11.79798,19.58,0.335,c
59844.48594,2.078,1.166,15.564,11.79984,19.211,0.238,c
59845.5104,2.071,1.154,15.198,11.92632,19.4,0.447,o
59846.3758,2.065,1.144,14.882,12.0342,18.87,0.319,o
59846.37898,2.065,1.144,14.881,12.0342,18.999,0.339,o
59846.38449,2.065,1.144,14.879,12.03606,18.089,0.146,o
59847.35887,2.058,1.132,14.517,12.15696,19.243,0.294,c
59847.3621,2.058,1.132,14.516,12.15696,18.982,0.245,c
59847.3663,2.058,1.132,14.514,12.15882,18.952,0.227,c
59847.37508,2.058,1.132,14.511,12.15882,19.223,0.275,c
59847.40408,2.058,1.132,14.5,12.16254,18.776,0.177,c
59847.4129,2.058,1.132,14.497,12.1644,18.985,0.21,c
59847.43844,2.058,1.131,14.487,12.16626,18.622,0.151,c
59848.44824,2.051,1.12,14.104,12.2946,18.745,0.172,c
59848.45008,2.051,1.12,14.103,12.2946,19.012,0.219,c
59848.4529,2.051,1.12,14.102,12.2946,18.741,0.171,c
59848.46155,2.051,1.119,14.099,12.2946,18.682,0.163,c
59849.41985,2.044,1.109,13.729,12.4155,19.139,0.349,o
59849.42482,2.044,1.109,13.727,12.41736,19.683,0.571,o
59849.43499,2.044,1.108,13.724,12.41736,19.349,0.423,o
59850.43489,2.037,1.097,13.331,12.54384,18.579,0.22,o
59850.437,2.037,1.097,13.331,12.54384,18.426,0.192,o
59850.44217,2.037,1.097,13.329,12.5457,18.298,0.172,o
59851.49157,2.03,1.086,12.911,12.67776,18.909,0.207,c
59851.4948,2.03,1.086,12.909,12.67776,18.664,0.166,c
59851.50083,2.03,1.086,12.907,12.67962,19.105,0.25,c
59851.51881,2.03,1.085,12.9,12.68148,18.944,0.253,c
59851.52426,2.03,1.085,12.898,12.68148,18.275,0.118,c
59852.42655,2.024,1.076,12.534,12.7968,18.84,0.184,c
59852.4321,2.024,1.076,12.531,12.7968,19.411,0.312,c
59852.43718,2.024,1.076,12.529,12.7968,19.272,0.272,c
59853.46575,2.017,1.065,12.11,12.92886,18.67,0.24,o
59853.46861,2.017,1.065,12.108,12.92886,18.738,0.253,o
59853.47413,2.017,1.065,12.106,12.92886,18.355,0.183,o
59853.50486,2.017,1.064,12.093,12.93258,18.709,0.261,o
59854.41322,2.011,1.055,11.719,13.0479,18.466,0.208,o
59854.41503,2.011,1.055,11.719,13.0479,18.534,0.22,o
59854.41955,2.011,1.055,11.717,13.04976,18.491,0.211,o
59854.426,2.011,1.055,11.714,13.04976,18.341,0.184,o
59855.41848,2.004,1.045,11.302,13.17624,19.297,0.301,c
59855.4194,2.004,1.045,11.302,13.17624,19.372,0.321,c
59855.42079,2.004,1.045,11.301,13.17624,18.803,0.189,c
59855.42727,2.004,1.045,11.299,13.17624,18.626,0.158,c
59855.42774,2.004,1.045,11.298,13.17624,19.017,0.227,c
59855.4324,2.004,1.045,11.296,13.1781,18.709,0.17,c
59855.43333,2.004,1.045,11.296,13.1781,18.91,0.208,c
59856.49676,1.997,1.034,10.853,13.31202,18.88,0.221,c
59856.49956,1.997,1.034,10.852,13.31202,18.687,0.185,c
59856.50467,1.997,1.034,10.85,13.31388,18.513,0.156,c
59856.51489,1.997,1.034,10.845,13.31388,18.809,0.21,c
59858.41667,1.984,1.016,10.052,13.55382,17.726,0.172,o
59858.44996,1.984,1.015,10.038,13.5594,17.707,0.165,o
59859.44972,1.977,1.006,9.624,13.68402,18.128,0.264,o
59859.45259,1.977,1.006,9.623,13.68402,18.636,0.467,o
59859.45775,1.977,1.006,9.621,13.68588,18.138,0.359,o
59859.4933,1.977,1.005,9.606,13.6896,18.681,0.423,o
59860.36368,1.971,0.998,9.25,13.79748,17.873,0.349,o
59866.45937,1.93,0.947,7.027,14.53962,18.373,0.307,o
59866.46356,1.93,0.947,7.025,14.53962,17.873,0.193,o
59866.4695,1.93,0.947,7.024,14.53962,17.902,0.2,o
59866.4801,1.93,0.947,7.02,14.54148,17.74,0.173,o
59867.45645,1.924,0.939,6.751,14.65494,17.79,0.157,o
59867.45968,1.924,0.939,6.75,14.65494,17.725,0.148,o
59867.46291,1.924,0.939,6.749,14.6568,17.839,0.165,o
59867.46522,1.924,0.939,6.748,14.6568,17.831,0.164,o
59867.46614,1.924,0.939,6.748,14.6568,18.289,0.238,o
59867.47377,1.924,0.939,6.746,14.6568,17.825,0.167,o
59867.47516,1.924,0.939,6.746,14.6568,18.132,0.216,o
59867.48397,1.924,0.939,6.744,14.65866,17.771,0.161,o
59868.4207,1.917,0.932,6.522,14.76654,17.822,0.144,o
59868.42209,1.917,0.932,6.522,14.76654,17.543,0.11,o
59868.42348,1.917,0.932,6.522,14.76654,18.085,0.181,o
59868.43082,1.917,0.932,6.52,14.7684,17.679,0.122,o
59868.43453,1.917,0.932,6.519,14.7684,17.964,0.158,o
59868.43499,1.917,0.932,6.519,14.7684,17.707,0.127,o
59868.44461,1.917,0.932,6.517,14.7684,17.597,0.114,o
59869.45259,1.911,0.925,6.327,14.88372,17.843,0.14,o
59869.45576,1.911,0.925,6.326,14.88372,17.782,0.133,o
59869.46175,1.911,0.925,6.325,14.88558,17.851,0.141,o
59869.47229,1.911,0.925,6.324,14.88558,17.761,0.129,o
59870.42371,1.904,0.918,6.195,14.9916,18.738,0.235,c
59870.4277,1.904,0.918,6.195,14.9916,18.062,0.129,c
59870.43196,1.904,0.918,6.195,14.99346,18.823,0.261,c
59870.43508,1.904,0.918,6.194,14.99346,18.246,0.157,c
59871.35634,1.898,0.912,6.122,15.0939,17.425,0.087,o
59871.35833,1.898,0.912,6.122,15.0939,17.444,0.087,o
59871.3611,1.898,0.912,6.122,15.0939,17.527,0.096,o
59871.38646,1.898,0.912,6.121,15.09762,17.461,0.084,o
59872.43046,1.891,0.905,6.107,15.20922,17.603,0.101,o
59872.44076,1.891,0.905,6.107,15.21108,17.321,0.079,o
59872.44921,1.891,0.905,6.107,15.21108,17.535,0.092,o
59872.45244,1.891,0.905,6.107,15.21108,17.756,0.117,o
59873.53623,1.884,0.898,6.171,15.32454,17.92,0.126,c
59873.539,1.884,0.898,6.171,15.3264,19.322,0.456,c
59873.5422,1.884,0.898,6.172,15.3264,17.946,0.131,c
59873.54536,1.884,0.898,6.172,15.3264,19.424,0.51,c
59875.39852,1.872,0.887,6.461,15.51426,17.413,0.088,o
59875.4105,1.872,0.887,6.463,15.51426,17.496,0.094,o
59875.41331,1.872,0.887,6.464,15.51426,17.469,0.092,o
59875.42824,1.871,0.887,6.467,15.51612,17.557,0.099,o
59876.34566,1.865,0.882,6.69,15.6054,17.437,0.106,o
59879.44169,1.845,0.866,7.766,15.88812,17.691,0.132,o
59879.44456,1.845,0.866,7.767,15.88812,17.445,0.102,o
59879.44978,1.845,0.866,7.77,15.88812,17.623,0.118,o
59880.41928,1.839,0.862,8.19,15.97182,17.591,0.11,o
59880.42252,1.839,0.862,8.191,15.97182,17.306,0.083,o
59880.42886,1.839,0.862,8.194,15.97182,17.514,0.1,o
59880.43874,1.839,0.862,8.199,15.97182,17.496,0.137,o
59881.39948,1.833,0.858,8.646,16.0518,18.062,0.136,c
59881.40265,1.833,0.858,8.648,16.0518,18.291,0.167,c
59881.40798,1.833,0.858,8.65,16.0518,17.649,0.094,c
59881.41858,1.833,0.857,8.655,16.05366,17.793,0.109,c
59882.38977,1.826,0.853,9.135,16.12806,18.36,0.185,c
59882.39294,1.826,0.853,9.136,16.12992,18.522,0.214,c
59882.39836,1.826,0.853,9.139,16.12992,18.77,0.269,c
59882.41038,1.826,0.853,9.145,16.12992,18.242,0.165,c
59883.40587,1.82,0.849,9.661,16.20432,17.501,0.11,o
59883.40866,1.82,0.849,9.662,16.20618,17.12,0.078,o
59883.4147,1.82,0.849,9.665,16.20618,17.367,0.1,o
59883.42462,1.82,0.849,9.671,16.20618,17.661,0.134,o
59884.36717,1.814,0.846,10.177,16.27314,17.521,0.12,o
59884.37253,1.814,0.846,10.18,16.275,17.419,0.108,o
59884.38398,1.814,0.846,10.187,16.275,17.356,0.101,o
59885.3788,1.807,0.842,10.738,16.34382,17.992,0.227,o
59885.38196,1.807,0.842,10.74,16.34382,18.016,0.231,o
59885.38789,1.807,0.842,10.743,16.34382,18.081,0.243,o
59885.39777,1.807,0.842,10.749,16.34382,17.709,0.172,o
59886.30339,1.801,0.839,11.264,16.40334,17.005,0.108,o
59893.36166,1.757,0.821,15.518,16.75674,17.475,0.199,o
59893.37131,1.757,0.821,15.524,16.7586,18.237,0.402,o
59894.36213,1.751,0.82,16.137,16.79208,17.513,0.162,o
59894.36491,1.751,0.82,16.139,16.79208,17.779,0.208,o
59894.38113,1.751,0.82,16.149,16.79394,17.324,0.139,o
59895.38305,1.745,0.818,16.77,16.82556,18.461,0.354,o
59895.38598,1.745,0.818,16.772,16.82556,18.196,0.278,o
59895.40383,1.744,0.818,16.783,16.82556,17.697,0.179,o
59895.40944,1.744,0.818,16.787,16.82556,17.927,0.222,o
59896.40187,1.738,0.817,17.402,16.85346,18.182,0.254,o
59896.40557,1.738,0.817,17.405,16.85346,17.335,0.117,o
59896.43153,1.738,0.817,17.421,16.85532,17.545,0.155,o
59896.43712,1.738,0.817,17.424,16.85532,17.964,0.229,o
59897.26855,1.733,0.816,17.939,16.87578,17.937,0.177,o
59897.27171,1.733,0.816,17.941,16.87578,17.526,0.122,o
59899.37659,1.72,0.814,19.239,16.9167,18.167,0.147,c
59899.37945,1.72,0.814,19.241,16.9167,18.184,0.149,c
59899.40039,1.72,0.814,19.254,16.9167,17.929,0.121,c
59899.41168,1.72,0.814,19.261,16.9167,18.093,0.147,c
59900.37252,1.714,0.813,19.849,16.93158,18.31,0.174,c
59900.39054,1.714,0.813,19.86,16.93158,18.364,0.182,c
59900.40995,1.714,0.813,19.872,16.93158,18.588,0.222,c
59900.41283,1.714,0.813,19.874,16.93158,18.529,0.211,c
59901.45685,1.708,0.812,20.509,16.94274,17.581,0.133,o
59901.46094,1.708,0.812,20.512,16.94274,17.519,0.128,o
59901.46639,1.708,0.812,20.515,16.94274,17.253,0.101,o
59901.4773,1.707,0.812,20.522,16.94274,17.802,0.174,o
59902.27657,1.703,0.812,21.005,16.94832,19.175,0.514,o
59904.39766,1.69,0.812,22.275,16.95576,18.065,0.127,c
59904.40043,1.69,0.812,22.276,16.95576,18.128,0.136,c
59904.40736,1.69,0.812,22.28,16.95576,18.26,0.152,c
59904.42731,1.69,0.812,22.292,16.95576,18.26,0.153,c
59906.37119,1.678,0.812,23.434,16.95018,17.716,0.133,o
59907.37189,1.672,0.812,24.012,16.94274,18.196,0.141,c
59907.37744,1.672,0.812,24.015,16.94274,18.055,0.125,c
59908.30484,1.667,0.813,24.546,16.93344,18.708,0.235,c
59908.31996,1.667,0.813,24.554,16.93344,18.119,0.136,c
59908.33016,1.667,0.813,24.56,16.93158,17.314,0.098,o
59908.3353,1.667,0.813,24.563,16.93158,17.472,0.113,o
59908.33711,1.667,0.813,24.564,16.93158,18.21,0.148,c
59908.34591,1.667,0.813,24.569,16.93158,17.525,0.119,o
59909.12635,1.662,0.813,25.011,16.92228,17.497,0.153,o
59909.1268,1.662,0.813,25.011,16.92228,18.125,0.266,o
59909.12725,1.662,0.813,25.011,16.92228,18.044,0.247,o
59909.1277,1.662,0.813,25.011,16.92228,17.883,0.214,o
59909.16549,1.662,0.813,25.033,16.92228,18.1,0.301,o
59909.33971,1.661,0.814,25.131,16.92042,18.665,0.363,o
59911.0661,1.651,0.815,26.089,16.89252,17.659,0.168,o
59911.07692,1.651,0.815,26.095,16.89252,17.852,0.209,o
59911.08688,1.651,0.815,26.101,16.89066,17.758,0.19,o
59914.31458,1.633,0.818,27.832,16.82184,17.87,0.203,o
59923.0962,1.585,0.832,32.11,16.53726,17.196,0.175,o
59927.06002,1.564,0.841,33.827,16.37544,18.188,0.183,c
59927.06317,1.564,0.841,33.829,16.37544,18.293,0.202,c
59927.07054,1.564,0.841,33.832,16.37544,18.633,0.279,c
59928.29709,1.558,0.843,34.336,16.3215,18.134,0.156,c
59931.02732,1.544,0.85,35.412,16.19874,18.496,0.578,c
59931.03679,1.544,0.85,35.416,16.19874,18.083,0.204,c
59931.04672,1.544,0.85,35.42,16.19874,18.516,0.25,c
59932.82604,1.536,0.854,36.087,16.1169,17.651,0.157,o
59935.04733,1.525,0.86,36.883,16.01088,18.428,0.239,c
59939.03204,1.507,0.87,38.21,15.8193,17.779,0.24,c
59939.0352,1.507,0.87,38.211,15.8193,18.113,0.26,c
59939.04285,1.507,0.87,38.213,15.8193,18.149,0.197,c
59939.05728,1.507,0.87,38.218,15.81744,18.164,0.182,c
59940.79487,1.499,0.875,38.756,15.73188,17.931,0.226,o
59940.80571,1.499,0.875,38.759,15.73188,18.066,0.232,o
59943.05865,1.489,0.881,39.422,15.62214,17.604,0.322,o
59947.06439,1.473,0.892,40.507,15.42312,17.423,0.328,o
59952.80171,1.451,0.909,41.863,15.1404,17.695,0.196,o
59952.80487,1.451,0.909,41.864,15.1404,17.723,0.213,o
59952.82206,1.451,0.909,41.867,15.1404,17.689,0.247,o
59955.03658,1.443,0.916,42.332,15.03066,17.475,0.209,o
59955.03975,1.443,0.916,42.332,15.03066,17.198,0.138,o
59955.04473,1.443,0.916,42.333,15.03066,17.483,0.153,o
59955.05658,1.443,0.916,42.336,15.03066,17.805,0.189,o
59957.33983,1.435,0.923,42.781,14.91906,18.989,0.491,o
59957.36635,1.435,0.923,42.786,14.9172,17.436,0.126,o
59958.22934,1.432,0.925,42.946,14.87628,17.479,0.122,o
59960.27413,1.426,0.932,43.306,14.77584,17.467,0.113,o
59960.27597,1.426,0.932,43.306,14.77584,17.3,0.095,o
59963.03263,1.418,0.94,43.751,14.64192,18.049,0.378,o
59963.03894,1.417,0.94,43.752,14.64192,17.849,0.219,o
59963.04885,1.417,0.94,43.754,14.64192,17.255,0.113,o
59964.29313,1.414,0.944,43.94,14.5824,17.45,0.105,o
59964.30136,1.414,0.944,43.941,14.58054,17.321,0.096,o
59965.29833,1.411,0.947,44.083,14.53404,17.194,0.093,o
59965.30694,1.411,0.947,44.085,14.53218,17.302,0.101,o
59966.25372,1.409,0.95,44.214,14.48754,17.347,0.103,o
59968.23472,1.404,0.956,44.469,14.39268,17.042,0.076,o
59968.23794,1.404,0.956,44.47,14.39082,17.082,0.079,o
59968.24382,1.404,0.956,44.47,14.39082,17.109,0.081,o
59968.26763,1.404,0.957,44.473,14.39082,17.307,0.099,o
59983.05572,1.376,1.006,45.714,13.6803,17.423,0.218,o
59983.06208,1.376,1.006,45.714,13.6803,16.763,0.155,o
59983.072,1.376,1.006,45.715,13.67844,17.139,0.206,o
59983.07747,1.376,1.006,45.715,13.67844,17.051,0.208,o
59985.05146,1.374,1.013,45.799,13.58358,16.899,0.102,o
59985.05698,1.374,1.013,45.799,13.58358,16.794,0.093,o
59985.06014,1.374,1.013,45.799,13.58172,16.76,0.087,o
59985.08292,1.374,1.013,45.8,13.58172,16.898,0.122,o
59986.0198,1.373,1.017,45.834,13.53522,16.626,0.1,c
59986.02295,1.373,1.017,45.834,13.53522,16.84,0.095,c
59986.03016,1.373,1.017,45.834,13.53522,16.886,0.076,c
59986.04053,1.373,1.017,45.834,13.53522,16.866,0.074,c
59987.76678,1.372,1.023,45.885,13.44966,16.883,0.148,o
59987.77038,1.372,1.023,45.885,13.44966,16.955,0.121,o
59987.77672,1.372,1.023,45.885,13.44966,16.792,0.08,o
59987.79134,1.372,1.023,45.886,13.4478,16.954,0.083,o
59993.03094,1.369,1.044,45.957,13.1874,16.914,0.07,c
59993.0413,1.369,1.044,45.957,13.1874,16.812,0.066,c
59993.04492,1.369,1.044,45.957,13.18554,16.805,0.066,c
59993.06172,1.369,1.044,45.957,13.18554,16.86,0.076,c
59999.75399,1.369,1.072,45.872,12.84144,16.597,0.233,o
59999.75715,1.369,1.072,45.872,12.84144,16.702,0.179,o
59999.76349,1.369,1.072,45.872,12.84144,16.737,0.107,o
60003.75243,1.371,1.09,45.734,12.63126,16.633,0.185,o
60003.75605,1.371,1.09,45.733,12.63126,16.601,0.134,o
60003.76115,1.371,1.09,45.733,12.6294,17.176,0.187,o
60003.77155,1.371,1.09,45.733,12.6294,16.755,0.116,o
60005.01253,1.372,1.096,45.677,12.56244,16.482,0.106,o
60005.01795,1.372,1.096,45.677,12.56244,16.542,0.11,o
60005.03153,1.372,1.096,45.676,12.56244,16.879,0.152,o
60006.01224,1.372,1.1,45.628,12.5085,17.115,0.31,o
60006.02444,1.372,1.1,45.628,12.5085,16.691,0.147,o
60009.00053,1.375,1.115,45.46,12.34668,16.463,0.158,o
60009.00369,1.375,1.115,45.46,12.34668,16.652,0.145,o
60009.01362,1.375,1.115,45.459,12.34482,16.547,0.103,o
60009.02537,1.375,1.115,45.458,12.34482,16.43,0.096,o
60011.75126,1.379,1.129,45.277,12.19416,17.091,0.146,o
60011.75442,1.379,1.129,45.277,12.19416,17.047,0.13,o
60011.77175,1.379,1.129,45.276,12.1923,16.858,0.111,o
60011.78123,1.379,1.129,45.275,12.1923,16.781,0.109,o
60012.76257,1.38,1.134,45.204,12.1365,17.134,0.117,o
60012.77701,1.38,1.134,45.203,12.1365,16.762,0.096,o
60012.78515,1.38,1.134,45.202,12.1365,16.876,0.112,o
60012.79419,1.38,1.134,45.201,12.13464,16.647,0.097,o
60012.99594,1.381,1.135,45.186,12.12348,16.699,0.184,o
60012.99957,1.381,1.135,45.186,12.12348,16.827,0.14,o
60013.00591,1.381,1.135,45.186,12.12348,16.855,0.098,o
60013.01809,1.381,1.135,45.185,12.12162,16.773,0.092,o
60015.74647,1.385,1.15,44.967,11.96724,16.829,0.067,c
60015.75369,1.385,1.15,44.966,11.96724,16.963,0.061,c
60015.76046,1.385,1.15,44.966,11.96724,16.896,0.056,c
60015.77027,1.385,1.15,44.965,11.96538,17.015,0.063,c
60016.99697,1.387,1.157,44.859,11.89656,16.752,0.121,o
60017.00327,1.387,1.157,44.858,11.8947,16.638,0.078,o
60017.02158,1.387,1.157,44.857,11.8947,16.692,0.075,o
60018.25301,1.39,1.164,44.746,11.82402,17.131,0.176,o
60018.25901,1.39,1.164,44.745,11.82216,17.113,0.088,o
60020.99067,1.395,1.18,44.482,11.66406,16.883,0.156,o
60020.99383,1.395,1.18,44.482,11.6622,16.812,0.113,o
60021.00013,1.395,1.18,44.481,11.6622,17.204,0.123,o
60021.01136,1.395,1.18,44.48,11.6622,17.095,0.105,o
60021.25838,1.396,1.182,44.455,11.64732,17.008,0.073,o
60021.26207,1.396,1.182,44.454,11.64732,16.831,0.062,o
60021.26759,1.396,1.182,44.454,11.64732,16.965,0.07,o
60021.27836,1.396,1.182,44.453,11.64546,16.802,0.061,o
60023.75877,1.402,1.197,44.192,11.49852,17.128,0.066,c
60024.99789,1.405,1.205,44.055,11.42598,17.147,0.109,o
60025.00025,1.405,1.205,44.055,11.42598,18.02,0.217,o
60025.0007,1.405,1.205,44.055,11.42598,17.28,0.118,o
60025.00344,1.405,1.205,44.055,11.42412,17.173,0.104,o
60025.01256,1.405,1.205,44.054,11.42412,17.075,0.096,o
60025.02307,1.405,1.205,44.053,11.42412,17.01,0.095,o
60025.02835,1.405,1.205,44.052,11.42412,17.153,0.107,o
60025.0288,1.405,1.205,44.052,11.42412,17.103,0.103,o
60026.31574,1.408,1.213,43.905,11.346,16.901,0.064,o
60026.3205,1.408,1.213,43.905,11.346,16.89,0.065,o
60026.32572,1.408,1.213,43.904,11.346,17.079,0.077,o
60028.9867,1.415,1.231,43.587,11.18418,17.094,0.166,o
60028.99767,1.415,1.231,43.585,11.18418,16.76,0.083,o
60029.00365,1.415,1.231,43.584,11.18418,17.142,0.116,o
60029.22341,1.416,1.232,43.557,11.17116,17.702,0.161,o
60029.23591,1.416,1.232,43.556,11.1693,17.144,0.086,o
60029.2425,1.416,1.232,43.555,11.1693,17.275,0.097,o
60029.24566,1.416,1.232,43.555,11.1693,17.138,0.086,o
60033.00605,1.427,1.258,43.073,10.93866,17.126,0.157,o
60034.26573,1.431,1.267,42.905,10.86054,16.824,0.087,o
60035.24611,1.435,1.274,42.771,10.80102,17.203,0.178,o
60037.98088,1.444,1.295,42.388,10.63176,16.831,0.266,o
60041.99034,1.458,1.326,41.801,10.38252,17.673,0.197,o
60041.99352,1.458,1.326,41.8,10.38252,17.26,0.138,o
60042.01181,1.458,1.326,41.797,10.38066,17.348,0.168,o
60043.24928,1.463,1.336,41.61,10.3044,17.29,0.118,o
60043.25971,1.463,1.336,41.609,10.30254,17.053,0.083,o
60043.98525,1.466,1.342,41.498,10.2579,17.528,0.13,o
60043.98852,1.466,1.342,41.497,10.2579,16.966,0.08,o
60043.99456,1.466,1.342,41.496,10.25604,17.238,0.102,o
60044.00587,1.466,1.342,41.494,10.25604,17.334,0.116,o
60045.27002,1.471,1.352,41.299,10.17792,17.8,0.095,c
60045.28126,1.471,1.353,41.297,10.17606,17.455,0.1,c
60049.23231,1.487,1.386,40.669,9.93054,17.657,0.092,c
60049.23599,1.487,1.386,40.668,9.92868,18.27,0.152,c
60049.24143,1.487,1.386,40.667,9.92868,17.758,0.094,c
60049.25253,1.487,1.386,40.666,9.92868,17.54,0.077,c
60050.00467,1.491,1.393,40.543,9.88218,17.527,0.099,c
60050.02304,1.491,1.393,40.54,9.88032,17.912,0.145,c
60050.04862,1.491,1.393,40.536,9.87846,17.852,0.155,c
60051.23275,1.496,1.404,40.342,9.80592,17.782,0.098,c
60051.23639,1.496,1.404,40.341,9.80406,17.624,0.08,c
60051.24182,1.496,1.404,40.34,9.80406,17.709,0.084,c
60051.25692,1.496,1.404,40.338,9.80406,17.746,0.088,c
60055.23331,1.514,1.44,39.67,9.55668,17.488,0.079,c
60055.24195,1.514,1.44,39.669,9.55668,17.462,0.07,c
60055.25386,1.514,1.441,39.667,9.55482,17.477,0.069,c
60055.98964,1.517,1.447,39.541,9.51018,17.715,0.113,c
60055.99327,1.517,1.447,39.54,9.51018,17.673,0.108,c
60056.0056,1.517,1.448,39.538,9.50832,17.663,0.111,c
60057.22733,1.523,1.459,39.328,9.43392,17.845,0.153,c
60057.23049,1.523,1.459,39.327,9.43392,17.733,0.109,c
60057.23966,1.523,1.459,39.326,9.43206,17.749,0.107,c
60057.25243,1.523,1.459,39.324,9.43206,17.75,0.12,c
60059.22745,1.532,1.478,38.98,9.31116,17.708,0.163,o
60059.23061,1.532,1.478,38.979,9.31116,17.442,0.115,o
60059.24904,1.532,1.479,38.976,9.3093,17.5,0.114,o
60059.2598,1.532,1.479,38.974,9.3093,17.279,0.095,o
60062.01523,1.546,1.506,38.487,9.14004,17.824,0.239,o
60062.02033,1.546,1.506,38.486,9.14004,17.746,0.228,o
60064.69989,1.559,1.533,38.005,8.97822,17.509,0.201,o
60064.70525,1.559,1.533,38.004,8.97822,17.405,0.133,o
60064.71552,1.559,1.533,38.003,8.97822,17.864,0.181,o
60067.23677,1.572,1.559,37.545,8.82756,17.874,0.178,o
60067.2404,1.572,1.559,37.544,8.82756,17.563,0.141,o
60067.24584,1.572,1.559,37.543,8.82756,17.894,0.19,o
60067.25777,1.572,1.56,37.541,8.8257,17.765,0.169,o
60067.73929,1.575,1.565,37.453,8.7978,17.493,0.141,o
60067.74249,1.575,1.565,37.452,8.7978,18.152,0.261,o
60068.99556,1.581,1.578,37.222,8.7234,17.706,0.213,o
60071.24015,1.593,1.602,36.807,8.59134,17.813,0.108,o
60071.24559,1.593,1.602,36.806,8.59134,17.847,0.112,o
60071.2575,1.593,1.602,36.804,8.59134,18.075,0.16,o
60073.71462,1.607,1.629,36.345,8.44812,17.881,0.12,o
60073.71781,1.607,1.629,36.345,8.44812,17.978,0.13,o
60073.72374,1.607,1.629,36.344,8.44812,17.815,0.113,o
60073.7347,1.607,1.629,36.341,8.44812,17.864,0.117,o
60079.98663,1.641,1.701,35.157,8.09472,18.026,0.168,o
60080.0161,1.642,1.701,35.151,8.09286,17.844,0.152,o
60080.02999,1.642,1.701,35.148,8.09286,17.847,0.163,o
60080.95432,1.647,1.712,34.971,8.04078,18.588,0.333,o
60080.96534,1.647,1.712,34.969,8.04078,18.085,0.191,o
60088.69268,1.692,1.805,33.467,7.626,18.009,0.167,o
60088.69636,1.692,1.805,33.466,7.626,18.243,0.204,o
60088.70286,1.692,1.805,33.465,7.626,18.262,0.195,o
60088.71586,1.692,1.805,33.462,7.62414,18.277,0.193,o
60095.97622,1.736,1.897,32.025,7.25772,18.069,0.235,o
60095.98857,1.736,1.897,32.023,7.25772,18.283,0.28,o
60095.99855,1.736,1.897,32.021,7.25586,18.223,0.283,o
60101.94487,1.773,1.974,30.829,6.97314,18.451,0.25,o
