mjd,rh,delta,alpha,aper_arcsec,mag,mag_err,filter
59520.39461,4.231,3.356,7.126,4.1013,19.501,0.158,o
59520.40486,4.231,3.356,7.128,4.1013,19.433,0.148,o
59522.38586,4.229,3.364,7.386,4.092,20.052,0.236,c
59522.38906,4.229,3.364,7.387,4.092,20.381,0.312,c
59522.39616,4.229,3.364,7.388,4.092,19.564,0.153,c
59522.40669,4.229,3.364,7.389,4.092,19.912,0.203,c
59523.39896,4.228,3.369,7.523,4.08642,19.955,0.251,o
59523.42011,4.228,3.369,7.526,4.08642,19.559,0.178,o
59523.4238,4.228,3.369,7.526,4.08642,20.095,0.292,o
59524.34177,4.227,3.373,7.653,4.08084,19.918,0.246,o
59524.34591,4.227,3.373,7.653,4.08084,19.938,0.241,o
59524.35109,4.227,3.373,7.654,4.08084,19.448,0.179,o
59524.35617,4.227,3.373,7.655,4.08084,20.167,0.297,o
59525.44029,4.225,3.379,7.806,4.0734,20.147,0.256,c
59525.44397,4.225,3.379,7.806,4.0734,19.888,0.205,c
59525.44949,4.225,3.379,7.807,4.0734,19.879,0.204,c
59525.46097,4.225,3.379,7.809,4.0734,19.694,0.177,c
59526.34007,4.225,3.383,7.933,4.06782,19.887,0.188,c
59526.3419,4.225,3.383,7.933,4.06782,19.81,0.174,c
59526.34512,4.225,3.383,7.934,4.06782,20.102,0.225,c
59526.35812,4.225,3.383,7.936,4.06782,19.972,0.201,c
59526.38003,4.225,3.383,7.939,4.06782,20.468,0.3,c
59526.3847,4.225,3.384,7.939,4.06782,20.315,0.27,c
59526.38985,4.225,3.384,7.94,4.06782,19.897,0.186,c
59527.29069,4.224,3.388,8.069,4.06224,19.374,0.245,o
59527.30777,4.224,3.389,8.071,4.06224,19.883,0.367,o
59531.38199,4.219,3.413,8.662,4.03248,19.48,0.24,o
59532.29069,4.219,3.419,8.795,4.02504,19.341,0.258,o
59532.29775,4.219,3.419,8.796,4.02504,19.223,0.228,o
59537.32608,4.214,3.455,9.524,3.98412,19.381,0.171,o
59537.32975,4.214,3.455,9.525,3.98412,19.926,0.272,o
59537.33615,4.214,3.456,9.526,3.98412,19.619,0.202,o
59537.34759,4.214,3.456,9.528,3.98412,19.442,0.17,o
59538.4372,4.212,3.464,9.683,3.97296,19.32,0.356,o
59539.36335,4.212,3.472,9.813,3.96552,19.083,0.197,o
59539.37349,4.212,3.472,9.815,3.96552,19.719,0.355,o
59540.33122,4.211,3.48,9.949,3.95622,19.14,0.25,o
59540.33863,4.211,3.48,9.95,3.95622,19.705,0.353,o
59542.32354,4.209,3.497,10.223,3.93576,19.871,0.303,o
59542.32656,4.209,3.497,10.223,3.93576,19.452,0.206,o
59542.33205,4.209,3.497,10.224,3.93576,19.069,0.149,o
59542.34289,4.209,3.497,10.226,3.93576,20.011,0.346,o
59543.32816,4.208,3.506,10.359,3.92646,19.429,0.164,o
59543.33138,4.208,3.506,10.359,3.92646,19.56,0.188,o
59543.33737,4.208,3.506,10.36,3.92646,19.54,0.19,o
59543.34935,4.208,3.506,10.361,3.92646,19.528,0.196,o
59544.34735,4.207,3.515,10.494,3.9153,19.992,0.257,o
59544.35103,4.207,3.515,10.495,3.9153,19.755,0.21,o
59544.35846,4.207,3.515,10.496,3.9153,20.031,0.271,o
59547.3698,4.204,3.543,10.884,3.88554,19.868,0.217,o
59547.38685,4.204,3.543,10.886,3.88368,20.066,0.269,o
59551.28825,4.2,3.583,11.359,3.84276,19.627,0.188,o
59551.29147,4.2,3.583,11.359,3.84276,19.902,0.243,o
59551.29747,4.2,3.583,11.36,3.84276,19.716,0.204,o
59551.30116,4.2,3.583,11.36,3.84276,19.668,0.191,o
59551.30439,4.2,3.583,11.36,3.84276,19.878,0.228,o
59551.30761,4.2,3.583,11.361,3.84276,19.721,0.201,o
59560.30468,4.192,3.682,12.293,3.7386,19.749,0.321,o
59563.2994,4.19,3.717,12.552,3.70326,19.671,0.447,o
59581.79332,4.175,3.951,13.537,3.48378,19.843,0.211,o
59581.79869,4.175,3.952,13.537,3.48378,19.866,0.216,o
59581.81134,4.175,3.952,13.537,3.48378,20.296,0.327,o
59582.78417,4.174,3.965,13.56,3.47262,19.828,0.397,o
59584.25084,4.173,3.984,13.589,3.45402,19.803,0.19,o
59584.25407,4.173,3.984,13.589,3.45402,20.08,0.245,o
59586.25247,4.172,4.011,13.618,3.4317,20.069,0.282,o
59586.25935,4.172,4.011,13.618,3.4317,19.994,0.263,o
59586.27275,4.172,4.011,13.618,3.4317,19.819,0.23,o
59588.19628,4.17,4.037,13.635,3.40938,19.683,0.239,o
59588.20827,4.17,4.037,13.635,3.40938,19.433,0.199,o
59588.21852,4.17,4.037,13.635,3.40938,19.953,0.302,o
59588.22405,4.17,4.037,13.635,3.40938,19.976,0.327,o
59590.26917,4.169,4.065,13.642,3.38706,19.1,0.232,o
59591.78881,4.167,4.085,13.638,3.36846,19.472,0.336,o
59592.27376,4.167,4.092,13.636,3.36474,19.461,0.26,o
59596.25856,4.164,4.145,13.593,3.3201,19.451,0.267,o
59598.80023,4.163,4.18,13.543,3.29406,19.506,0.288,o
59600.25834,4.162,4.199,13.507,3.27732,20.042,0.272,o
59600.27405,4.162,4.199,13.506,3.27732,19.468,0.21,o
59604.20662,4.159,4.252,13.382,3.23826,20.228,0.295,o
59604.21215,4.159,4.252,13.382,3.2364,20.249,0.305,o
59604.2163,4.159,4.252,13.382,3.2364,19.952,0.235,o
59605.0249,4.158,4.263,13.352,3.22896,19.866,0.214,o
59605.02862,4.158,4.263,13.352,3.22896,20.16,0.273,o
59605.04779,4.158,4.263,13.351,3.22896,19.827,0.203,o
59829.08818,4.144,4.155,13.953,3.31266,19.608,0.239,o
59829.09136,4.144,4.155,13.953,3.31266,19.739,0.257,o
59829.09685,4.144,4.155,13.953,3.31266,19.606,0.213,o
59829.12081,4.144,4.154,13.954,3.31266,19.569,0.197,o
59830.5502,4.145,4.135,13.981,3.3294,19.705,0.286,o
59837.61141,4.149,4.038,14.03,3.40938,19.15,0.212,o
59838.5893,4.149,4.025,14.026,3.42054,19.852,0.296,o
59838.59345,4.149,4.025,14.026,3.42054,19.774,0.275,o
59838.60146,4.149,4.025,14.026,3.42054,19.418,0.199,o
59842.55989,4.152,3.97,13.979,3.46704,19.672,0.195,o
59842.5953,4.152,3.97,13.978,3.46704,20.374,0.356,o
59848.50959,4.155,3.889,13.816,3.53958,19.284,0.166,o
59848.51233,4.155,3.889,13.816,3.53958,19.396,0.182,o
59848.53639,4.155,3.889,13.815,3.53958,19.994,0.293,o
59850.52082,4.156,3.862,13.735,3.56376,20.32,0.236,c
59850.54555,4.156,3.862,13.734,3.56376,20.243,0.216,c
59851.31699,4.157,3.851,13.699,3.57492,19.516,0.188,o
59851.31834,4.157,3.851,13.699,3.57492,20.13,0.327,o
59851.34847,4.157,3.851,13.698,3.57492,19.751,0.226,o
59853.03837,4.158,3.828,13.614,3.59538,19.635,0.308,c
59853.04153,4.158,3.828,13.614,3.59538,19.185,0.177,c
59854.57091,4.159,3.808,13.53,3.61398,20.071,0.205,c
59854.58858,4.159,3.808,13.529,3.61584,20.062,0.201,c
59854.6071,4.159,3.807,13.528,3.61584,19.872,0.172,c
59855.26436,4.16,3.799,13.49,3.62328,19.388,0.191,o
59855.2921,4.16,3.798,13.488,3.62328,19.579,0.213,o
59855.31128,4.16,3.798,13.487,3.62328,19.537,0.198,o
59857.01059,4.161,3.776,13.38,3.6456,19.621,0.281,o
59857.01557,4.161,3.776,13.379,3.6456,19.551,0.257,o
59857.01873,4.161,3.776,13.379,3.6456,19.176,0.181,o
59857.02549,4.161,3.775,13.379,3.6456,19.917,0.341,o
59858.50975,4.162,3.756,13.277,3.6642,19.379,0.253,o
59858.53287,4.162,3.756,13.275,3.6642,19.744,0.327,o
59858.54777,4.162,3.756,13.274,3.6642,19.848,0.241,o
59859.24278,4.162,3.747,13.224,3.6735,18.856,0.171,o
59859.24819,4.162,3.747,13.224,3.6735,19.359,0.264,o
59860.53262,4.163,3.73,13.126,3.69024,18.908,0.176,o
59860.54123,4.163,3.73,13.125,3.69024,19.564,0.304,o
59862.48766,4.164,3.705,12.967,3.71442,19.372,0.292,o
59862.49506,4.164,3.705,12.966,3.71442,19.613,0.357,o
59864.43468,4.166,3.681,12.794,3.74046,19.487,0.417,o
59864.44688,4.166,3.68,12.793,3.74046,18.945,0.239,o
59864.55626,4.166,3.679,12.783,3.74046,19.447,0.269,o
59864.55811,4.166,3.679,12.783,3.74232,19.544,0.295,o
59864.57777,4.166,3.679,12.781,3.74232,19.032,0.184,o
59864.59677,4.166,3.679,12.779,3.74232,19.224,0.213,o
59868.54256,4.169,3.63,12.386,3.79254,19.526,0.248,o
59868.5697,4.169,3.63,12.383,3.79254,19.137,0.172,o
59870.55825,4.17,3.606,12.163,3.81672,19.869,0.238,o
59870.56148,4.17,3.606,12.163,3.81672,19.389,0.157,o
59870.56703,4.17,3.606,12.162,3.81672,19.514,0.175,o
59870.58221,4.17,3.606,12.161,3.81672,19.636,0.195,o
59871.47081,4.171,3.595,12.058,3.82788,19.804,0.21,o
59871.47266,4.171,3.595,12.058,3.82788,19.634,0.179,o
59871.49981,4.171,3.595,12.054,3.82974,19.829,0.213,o
59872.518,4.172,3.583,11.933,3.8409,19.631,0.201,o
59872.52093,4.172,3.583,11.933,3.8409,19.159,0.132,o
59872.52409,4.172,3.583,11.932,3.8409,19.499,0.178,o
59872.52952,4.172,3.583,11.932,3.8409,19.643,0.204,o
59873.02871,4.172,3.577,11.871,3.84834,19.565,0.23,o
59873.04778,4.172,3.577,11.868,3.84834,19.508,0.218,o
59873.05279,4.172,3.577,11.868,3.84834,19.417,0.202,o
59875.31966,4.174,3.551,11.58,3.87624,19.628,0.172,c
59875.32682,4.174,3.551,11.579,3.87624,20.039,0.246,c
59876.50725,4.175,3.538,11.422,3.89112,20.259,0.266,c
59876.50909,4.175,3.538,11.422,3.89112,20.112,0.234,c
59876.52117,4.175,3.538,11.42,3.89112,19.993,0.21,c
59876.52668,4.175,3.538,11.419,3.89112,19.917,0.197,c
59878.50885,4.176,3.516,11.144,3.9153,19.212,0.132,o
59878.51069,4.176,3.516,11.144,3.9153,19.014,0.111,o
59878.51722,4.176,3.516,11.143,3.9153,19.338,0.144,o
59878.52279,4.176,3.516,11.143,3.9153,19.064,0.114,o
59879.28002,4.177,3.508,11.034,3.92274,20.29,0.328,c
59879.28182,4.177,3.508,11.034,3.92274,19.694,0.193,c
59879.28498,4.177,3.508,11.033,3.92274,19.466,0.157,c
59879.2904,4.177,3.508,11.032,3.92274,19.346,0.14,c
59880.57467,4.178,3.495,10.844,3.93948,20.014,0.219,c
59880.58432,4.178,3.495,10.842,3.93948,20.056,0.228,c
59880.59433,4.178,3.495,10.841,3.93948,20.145,0.248,c
59882.45878,4.179,3.476,10.557,3.95994,19.238,0.133,o
59882.48905,4.179,3.475,10.552,3.95994,19.464,0.161,o
59882.49228,4.179,3.475,10.552,3.95994,19.364,0.147,o
59882.49644,4.179,3.475,10.551,3.95994,19.253,0.133,o
59883.24278,4.18,3.468,10.434,3.96924,19.659,0.179,c
59883.24548,4.18,3.468,10.434,3.96924,19.59,0.169,c
59883.24864,4.18,3.468,10.433,3.96924,19.732,0.189,c
59883.25451,4.18,3.468,10.432,3.96924,19.535,0.159,c
59884.44413,4.181,3.456,10.242,3.98226,19.806,0.197,c
59884.44593,4.181,3.456,10.242,3.98226,19.576,0.162,c
59884.4491,4.181,3.456,10.242,3.98226,19.133,0.111,c
59884.48225,4.181,3.456,10.236,3.98412,19.799,0.191,c
59887.25005,4.183,3.43,9.777,4.01388,18.637,0.128,o
59887.27338,4.183,3.429,9.773,4.01388,19.388,0.234,o
59887.29165,4.183,3.429,9.77,4.01388,18.916,0.141,o
59888.92016,4.184,3.415,9.49,4.03062,18.993,0.268,o
59890.45883,4.186,3.401,9.218,4.04736,18.88,0.18,o
59890.4616,4.186,3.401,9.218,4.04736,19.158,0.231,o
59890.47878,4.186,3.401,9.215,4.04736,19.054,0.206,o
59890.52718,4.186,3.401,9.206,4.04736,18.86,0.191,o
59890.53009,4.186,3.401,9.205,4.04736,19.114,0.253,o
59890.56033,4.186,3.401,9.2,4.04736,18.991,0.237,o
59891.47002,4.187,3.393,9.036,4.05666,19.109,0.198,o
59896.53717,4.191,3.354,8.09,4.10316,19.004,0.185,o
59896.53994,4.191,3.354,8.09,4.10316,18.889,0.167,o
59896.56448,4.191,3.354,8.085,4.10316,19.355,0.259,o
59896.5708,4.191,3.354,8.084,4.10316,19.187,0.222,o
59896.57649,4.191,3.354,8.083,4.10502,19.068,0.225,o
59897.45301,4.192,3.348,7.914,4.11246,19.114,0.18,o
59897.45603,4.192,3.348,7.913,4.11246,19.097,0.176,o
59897.48175,4.192,3.348,7.908,4.11246,19.004,0.167,o
59898.5282,4.193,3.34,7.705,4.1199,19.044,0.135,o
59898.52913,4.193,3.34,7.705,4.1199,18.986,0.129,o
59898.53237,4.193,3.34,7.705,4.1199,18.966,0.128,o
59898.56348,4.193,3.34,7.699,4.12176,19.196,0.16,o
59898.56656,4.193,3.34,7.698,4.12176,19.248,0.171,o
59898.57927,4.193,3.34,7.696,4.12176,19.078,0.152,o
59898.5842,4.193,3.34,7.695,4.12176,19.065,0.151,o
59899.20242,4.193,3.336,7.574,4.12548,19.011,0.147,o
59899.20513,4.193,3.336,7.573,4.12548,19.056,0.154,o
59899.21008,4.193,3.336,7.572,4.12548,18.996,0.146,o
59899.24474,4.193,3.336,7.566,4.12548,19.077,0.173,o
59900.58431,4.194,3.327,7.303,4.13664,19.002,0.147,o
59900.58793,4.194,3.327,7.302,4.13664,19.025,0.152,o
59900.59943,4.194,3.327,7.3,4.13664,19.131,0.17,o
59901.00484,4.195,3.325,7.22,4.14036,18.929,0.135,o
59901.04009,4.195,3.325,7.213,4.14036,18.929,0.139,o
59901.04424,4.195,3.325,7.212,4.14036,18.851,0.13,o
59901.0619,4.195,3.324,7.209,4.14036,19.424,0.223,o
59903.20026,4.197,3.312,6.786,4.15524,18.947,0.142,o
59903.20207,4.197,3.312,6.786,4.15524,18.652,0.107,o
59903.22683,4.197,3.312,6.781,4.15524,18.958,0.146,o
59903.23224,4.197,3.312,6.78,4.15524,19.058,0.164,o
59906.38167,4.2,3.296,6.158,4.1757,19.595,0.133,c
59906.38398,4.2,3.296,6.158,4.1757,19.751,0.151,c
59906.38676,4.2,3.296,6.157,4.1757,19.54,0.125,c
59906.42066,4.2,3.296,6.15,4.1757,19.348,0.104,c
59907.25605,4.2,3.292,5.987,4.18128,18.795,0.116,o
59907.26184,4.2,3.292,5.986,4.18128,18.956,0.133,o
59907.29613,4.2,3.292,5.979,4.18128,18.807,0.121,o
59908.39015,4.201,3.288,5.767,4.18686,18.804,0.109,o
59908.39196,4.201,3.287,5.767,4.18686,18.744,0.103,o
59908.39648,4.201,3.287,5.766,4.18686,19.219,0.157,o
59908.4019,4.201,3.287,5.765,4.18686,18.694,0.098,o
59908.9721,4.202,3.285,5.656,4.19058,19.314,0.126,c
59908.98774,4.202,3.285,5.653,4.19058,19.573,0.158,c
59908.9909,4.202,3.285,5.652,4.19058,19.182,0.113,c
59911.23063,4.204,3.277,5.232,4.19988,18.781,0.105,o
59911.23379,4.204,3.277,5.231,4.19988,18.737,0.102,o
59911.23965,4.204,3.277,5.23,4.19988,18.778,0.106,o
59911.27515,4.204,3.277,5.224,4.19988,18.752,0.107,o
59912.99044,4.206,3.272,4.916,4.20732,19.342,0.132,c
59912.9936,4.206,3.272,4.916,4.20732,19.195,0.117,c
59913.01134,4.206,3.272,4.912,4.20732,19.255,0.124,c
59915.1207,4.208,3.267,4.558,4.2129,19.135,0.219,o
59915.1225,4.208,3.267,4.558,4.2129,19.023,0.197,o
59915.12566,4.208,3.267,4.557,4.2129,18.977,0.191,o
59916.45452,4.209,3.264,4.351,4.21662,18.531,0.101,o
59916.47643,4.209,3.264,4.348,4.21662,19.09,0.166,o
59916.47959,4.209,3.264,4.348,4.21662,18.466,0.095,o
59916.49504,4.209,3.264,4.345,4.21662,18.926,0.14,o
59919.14041,4.211,3.26,3.99,4.2222,19.282,0.433,o
59919.15002,4.211,3.26,3.988,4.2222,18.4,0.211,o
59919.16322,4.211,3.26,3.987,4.2222,18.688,0.239,o
59927.19674,4.219,3.262,3.556,4.21848,18.523,0.114,o
59927.20188,4.219,3.262,3.556,4.21848,18.835,0.152,o
59927.20503,4.219,3.262,3.556,4.21848,18.685,0.135,o
59927.22162,4.219,3.262,3.556,4.21848,18.851,0.159,o
59928.4129,4.221,3.264,3.594,4.21662,18.801,0.109,o
59928.41841,4.221,3.264,3.594,4.21662,18.789,0.107,o
59928.42205,4.221,3.264,3.594,4.21662,18.633,0.094,o
59928.4323,4.221,3.264,3.595,4.21662,18.596,0.091,o
59931.17517,4.223,3.27,3.779,4.20918,19.012,0.1,c
59931.20789,4.223,3.27,3.782,4.20918,18.899,0.092,c
59931.22611,4.223,3.27,3.783,4.20918,19.218,0.125,c
59931.23096,4.223,3.271,3.784,4.20918,18.926,0.1,c
59935.16149,4.227,3.283,4.245,4.19244,19.046,0.1,c
59935.16509,4.227,3.283,4.245,4.19244,19.025,0.098,c
59935.20059,4.228,3.283,4.25,4.19244,19.644,0.17,c
59935.20652,4.228,3.283,4.251,4.19244,19.034,0.101,c
59939.16121,4.232,3.301,4.874,4.17012,18.945,0.093,c
59939.16526,4.232,3.301,4.874,4.17012,18.816,0.084,c
59939.17113,4.232,3.301,4.875,4.17012,19.036,0.1,c
59939.20599,4.232,3.301,4.881,4.17012,19.06,0.109,c
59943.12718,4.236,3.323,5.587,4.14222,18.683,0.123,o
59943.13173,4.236,3.323,5.587,4.14222,18.685,0.123,o
59943.13714,4.236,3.323,5.588,4.14222,19.045,0.166,o
59943.1499,4.236,3.323,5.591,4.14222,18.704,0.121,o
59944.81173,4.238,3.334,5.904,4.1292,18.678,0.144,o
59944.83652,4.238,3.334,5.908,4.1292,18.858,0.165,o
59944.83832,4.238,3.334,5.909,4.1292,19.273,0.24,o
59944.84148,4.238,3.334,5.909,4.1292,18.865,0.163,o
59944.89011,4.238,3.334,5.919,4.12734,18.809,0.154,o
59944.91489,4.238,3.335,5.923,4.12734,18.843,0.157,o
59944.94311,4.238,3.335,5.929,4.12734,19.038,0.182,o
59944.96814,4.238,3.335,5.933,4.12734,18.63,0.102,o
59952.89017,4.247,3.396,7.45,4.05294,18.796,0.205,o
59952.8956,4.247,3.396,7.451,4.05294,18.69,0.187,o
59952.89876,4.247,3.396,7.452,4.05294,18.885,0.225,o
59952.90958,4.247,3.396,7.454,4.05294,19.052,0.267,o
59955.13128,4.249,3.417,7.871,4.02876,19.013,0.185,o
59955.13399,4.249,3.417,7.871,4.02876,18.624,0.131,o
59955.1412,4.249,3.417,7.873,4.02876,18.916,0.173,o
59955.15078,4.249,3.417,7.875,4.02876,18.699,0.148,o
59956.46987,4.251,3.429,8.118,4.01388,19.083,0.185,o
59956.47304,4.251,3.429,8.119,4.01388,19.17,0.203,o
59956.49125,4.251,3.429,8.122,4.01388,19.682,0.35,o
59956.89997,4.251,3.433,8.197,4.0083,19.089,0.19,o
59956.90358,4.251,3.433,8.198,4.0083,18.898,0.163,o
59956.91261,4.251,3.434,8.199,4.0083,18.766,0.15,o
59956.92252,4.251,3.434,8.201,4.0083,19.009,0.214,o
59957.3168,4.252,3.437,8.273,4.00458,18.83,0.102,o
59957.33128,4.252,3.438,8.275,4.00458,18.76,0.097,o
59957.3512,4.252,3.438,8.279,4.00458,18.858,0.104,o
59957.35766,4.252,3.438,8.28,4.00458,18.93,0.113,o
59959.08482,4.254,3.455,8.59,3.98412,18.978,0.118,o
59959.08753,4.254,3.455,8.591,3.98412,18.762,0.098,o
59959.09996,4.254,3.455,8.593,3.98412,18.782,0.102,o
59959.10538,4.254,3.455,8.594,3.98412,18.923,0.117,o
59960.33022,4.255,3.468,8.81,3.96924,18.744,0.093,o
59960.33571,4.255,3.468,8.811,3.96924,18.901,0.108,o
59960.33981,4.255,3.468,8.811,3.96924,18.699,0.091,o
59960.36395,4.255,3.469,8.816,3.96924,18.894,0.109,o
59960.86151,4.256,3.474,8.902,3.9618,19.595,0.169,c
59963.09899,4.258,3.498,9.283,3.9339,18.724,0.104,o
59963.10214,4.258,3.498,9.283,3.9339,18.707,0.101,o
59963.10888,4.258,3.498,9.284,3.9339,18.924,0.117,o
59963.12015,4.258,3.499,9.286,3.9339,19.034,0.133,o
59964.32937,4.26,3.512,9.486,3.91902,18.785,0.091,o
59964.33256,4.26,3.512,9.487,3.91902,18.905,0.101,o
59964.33979,4.26,3.512,9.488,3.91902,18.973,0.107,o
59964.34983,4.26,3.512,9.489,3.91902,18.9,0.098,o
59964.81032,4.26,3.518,9.564,3.91344,19.352,0.127,c
59964.81348,4.26,3.518,9.565,3.91344,19.339,0.126,c
59964.81935,4.26,3.518,9.566,3.91344,19.37,0.128,c
59964.832,4.26,3.518,9.568,3.91344,19.178,0.108,c
59966.30461,4.262,3.535,9.803,3.89298,18.986,0.122,o
59966.32063,4.262,3.535,9.805,3.89298,19.021,0.122,o
59966.33022,4.262,3.536,9.807,3.89298,18.994,0.123,o
59968.31131,4.264,3.559,10.112,3.86694,19.149,0.14,o
59968.31448,4.264,3.559,10.112,3.86694,18.892,0.111,o
