mjd,rh,delta,alpha,aper_arcsec,mag,mag_err,filter
59852.98803,3.069,2.859,19.023,4.81368,15.6,0.022,o
59852.9934,3.069,2.859,19.023,4.81368,15.583,0.022,o
59853.00291,3.069,2.859,19.023,4.81368,15.577,0.022,o
59853.99747,3.07,2.873,19.022,4.79136,15.596,0.023,o
59854.00164,3.07,2.873,19.022,4.7895,15.632,0.023,o
59854.00713,3.07,2.873,19.022,4.7895,15.603,0.023,o
59854.01944,3.07,2.874,19.022,4.7895,15.612,0.023,o
59857.00083,3.072,2.916,18.998,4.72068,15.778,0.037,o
59857.00449,3.072,2.916,18.998,4.72068,15.791,0.037,o
59857.00998,3.072,2.916,18.998,4.72068,15.801,0.035,o
59857.02139,3.072,2.916,18.998,4.72068,15.774,0.037,o
59857.0269,3.072,2.916,18.998,4.72068,15.765,0.028,o
59857.03075,3.072,2.916,18.998,4.72068,15.776,0.027,o
59857.03669,3.072,2.916,18.998,4.72068,15.765,0.028,o
59857.0485,3.072,2.916,18.998,4.71882,15.766,0.028,o
59857.97627,3.072,2.93,18.984,4.69836,15.751,0.024,o
59857.97998,3.072,2.93,18.984,4.69836,15.814,0.026,o
59857.9854,3.072,2.93,18.984,4.69836,15.72,0.023,o
59858.72517,3.073,2.94,18.97,4.68162,15.628,0.047,o
59858.72841,3.073,2.94,18.97,4.68162,15.732,0.036,o
59858.73473,3.073,2.94,18.97,4.68162,15.719,0.049,o
59858.74485,3.073,2.94,18.97,4.68162,15.765,0.084,o
59859.78443,3.074,2.955,18.948,4.65744,15.672,0.027,o
59859.78996,3.074,2.955,18.948,4.65744,15.673,0.027,o
59859.79315,3.074,2.955,18.948,4.65744,15.693,0.027,o
59859.80496,3.074,2.956,18.948,4.65744,15.671,0.025,o
59860.97839,3.075,2.972,18.919,4.6314,15.721,0.022,o
59860.98165,3.075,2.972,18.919,4.6314,15.711,0.022,o
59860.98708,3.075,2.972,18.918,4.6314,15.77,0.022,o
59861.0026,3.075,2.972,18.918,4.6314,15.696,0.022,o
59862.02954,3.075,2.987,18.889,4.60722,15.718,0.023,o
59862.03314,3.075,2.987,18.889,4.60722,15.755,0.023,o
59862.03856,3.075,2.987,18.889,4.60722,15.729,0.023,o
59862.04897,3.075,2.987,18.888,4.60722,15.734,0.024,o
59865.00758,3.078,3.029,18.785,4.54398,15.775,0.018,o
59865.01077,3.078,3.029,18.785,4.54398,15.793,0.019,o
59865.01669,3.078,3.029,18.785,4.54398,15.775,0.018,o
59865.02662,3.078,3.029,18.784,4.54398,15.768,0.017,o
59865.97729,3.078,3.043,18.745,4.52352,15.79,0.024,o
59865.98044,3.078,3.043,18.745,4.52352,15.817,0.02,o
59865.98765,3.078,3.043,18.745,4.52352,15.802,0.019,o
59865.99794,3.078,3.043,18.744,4.52352,15.837,0.02,o
59866.72171,3.079,3.053,18.713,4.50864,15.797,0.033,o
59866.72488,3.079,3.053,18.712,4.50864,15.782,0.029,o
59866.73001,3.079,3.054,18.712,4.50864,15.8,0.025,o
59866.74001,3.079,3.054,18.712,4.50678,15.788,0.025,o
59868.97735,3.081,3.085,18.604,4.46214,16.258,0.023,c
59868.9805,3.081,3.085,18.604,4.46214,16.243,0.021,c
59868.98649,3.081,3.085,18.603,4.46028,16.243,0.02,c
59868.99681,3.081,3.086,18.603,4.46028,16.237,0.02,c
59871.74568,3.083,3.124,18.45,4.40634,15.817,0.023,o
59873.02122,3.084,3.142,18.371,4.3803,16.278,0.021,c
59873.02438,3.084,3.142,18.371,4.3803,16.259,0.021,c
59873.0308,3.084,3.142,18.371,4.3803,16.274,0.021,c
59873.04081,3.084,3.142,18.37,4.3803,16.27,0.021,c
59873.97802,3.085,3.156,18.31,4.3617,16.335,0.025,c
59873.98118,3.085,3.156,18.309,4.3617,16.335,0.023,c
59873.98667,3.085,3.156,18.309,4.3617,16.314,0.021,c
59873.99713,3.085,3.156,18.308,4.3617,16.287,0.02,c
59874.73117,3.086,3.166,18.259,4.34682,15.865,0.024,o
59874.73433,3.086,3.166,18.259,4.34682,15.867,0.023,o
59874.75171,3.086,3.166,18.258,4.34682,15.873,0.022,o
59874.75548,3.086,3.166,18.258,4.34682,15.846,0.021,o
59875.76449,3.086,3.181,18.188,4.32822,15.921,0.024,o
59875.76956,3.086,3.181,18.187,4.32822,15.907,0.025,o
59875.79825,3.086,3.181,18.185,4.32636,15.885,0.023,o
59876.97944,3.087,3.197,18.1,4.30404,16.326,0.025,c
59876.98259,3.087,3.197,18.099,4.30404,16.346,0.023,c
59876.98801,3.087,3.198,18.099,4.30404,16.297,0.021,c
59876.99802,3.087,3.198,18.098,4.30404,16.317,0.021,c
59878.02451,3.088,3.212,18.021,4.28544,16.318,0.019,c
59878.02771,3.088,3.212,18.021,4.28544,16.435,0.022,c
59878.03409,3.088,3.212,18.02,4.28544,16.363,0.021,c
59878.04428,3.088,3.212,18.019,4.28544,16.416,0.021,c
59878.81592,3.089,3.223,17.959,4.27056,15.93,0.023,o
59878.82741,3.089,3.223,17.958,4.27056,15.884,0.021,o
59878.83025,3.089,3.223,17.958,4.27056,15.928,0.023,o
59880.98798,3.091,3.253,17.782,4.2315,16.348,0.023,c
59880.99119,3.091,3.253,17.782,4.2315,16.314,0.022,c
59880.99667,3.091,3.253,17.781,4.2315,16.315,0.022,c
59881.0082,3.091,3.253,17.78,4.2315,16.33,0.021,c
59883.76252,3.093,3.291,17.539,4.18314,16.092,0.028,o
59883.76619,3.093,3.291,17.539,4.18314,16.121,0.03,o
59883.77208,3.093,3.291,17.538,4.18314,16.052,0.029,o
59883.79447,3.094,3.291,17.536,4.18128,16.125,0.03,o
59886.04931,3.096,3.322,17.325,4.14408,15.987,0.026,o
59886.0652,3.096,3.322,17.324,4.14408,15.958,0.027,o
59889.00328,3.098,3.362,17.031,4.09386,16.055,0.027,o
59889.00645,3.098,3.362,17.031,4.09386,16.038,0.027,o
59889.01369,3.098,3.362,17.03,4.09386,16.078,0.026,o
59889.02365,3.098,3.362,17.029,4.09386,16.077,0.025,o
59894.00407,3.103,3.428,16.493,4.01574,16.191,0.021,o
59894.00725,3.103,3.428,16.492,4.01574,16.261,0.023,o
59894.01446,3.103,3.428,16.491,4.01574,16.21,0.021,o
59894.03574,3.103,3.428,16.489,4.01574,16.248,0.026,o
59894.75219,3.104,3.437,16.408,4.00458,16.08,0.021,o
59894.75537,3.104,3.437,16.407,4.00458,16.214,0.021,o
59894.76035,3.104,3.437,16.407,4.00458,16.113,0.02,o
59894.77344,3.104,3.438,16.405,4.00458,16.103,0.02,o
59897.00607,3.106,3.466,16.145,3.9711,16.145,0.022,o
59897.0088,3.106,3.466,16.145,3.9711,16.122,0.02,o
59897.01515,3.106,3.467,16.144,3.9711,16.17,0.022,o
59897.02466,3.106,3.467,16.143,3.9711,16.157,0.022,o
59899.75495,3.109,3.502,15.812,3.93018,16.562,0.044,c
59899.7586,3.109,3.502,15.811,3.93018,16.592,0.036,c
59899.76543,3.109,3.502,15.811,3.93018,16.59,0.026,c
59899.7763,3.109,3.502,15.809,3.93018,16.607,0.022,c
59902.0071,3.111,3.53,15.529,3.89856,16.062,0.023,o
59902.008,3.111,3.53,15.529,3.89856,16.253,0.022,o
59902.01164,3.111,3.53,15.528,3.89856,16.274,0.022,o
59902.01799,3.111,3.53,15.527,3.89856,16.204,0.021,o
59902.0207,3.111,3.53,15.527,3.89856,16.071,0.023,o
59902.02931,3.111,3.53,15.526,3.89856,16.197,0.021,o
59902.75881,3.112,3.539,15.432,3.88926,16.598,0.022,c
59902.76196,3.112,3.539,15.432,3.88926,16.575,0.021,c
59902.77196,3.112,3.539,15.431,3.88926,16.66,0.024,c
59902.78018,3.112,3.54,15.43,3.88926,16.685,0.024,c
59905.00283,3.114,3.567,15.139,3.8595,16.2,0.027,o
59905.00599,3.114,3.567,15.138,3.8595,16.24,0.025,o
59905.01186,3.114,3.567,15.138,3.8595,16.2,0.023,o
59905.02426,3.114,3.567,15.136,3.8595,16.165,0.022,o
59907.74974,3.117,3.6,14.768,3.8223,16.57,0.03,c
59907.75293,3.117,3.6,14.768,3.8223,16.578,0.027,c
59907.76202,3.117,3.601,14.766,3.8223,16.616,0.08,c
59907.77519,3.117,3.601,14.765,3.8223,16.738,0.026,c
59913.01466,3.123,3.663,14.025,3.75906,16.338,0.035,o
59913.01782,3.123,3.663,14.025,3.75906,16.312,0.033,o
59913.02503,3.123,3.663,14.024,3.7572,16.297,0.031,o
59913.04199,3.123,3.663,14.021,3.7572,16.346,0.037,o
59915.75302,3.126,3.694,13.623,3.72558,16.373,0.061,o
59915.75711,3.126,3.694,13.623,3.72558,16.316,0.041,o
59915.77547,3.126,3.694,13.62,3.72558,16.392,0.03,o
59915.78058,3.126,3.694,13.619,3.72558,16.428,0.032,o
60069.38475,3.367,3.913,13.417,3.51726,17.202,0.072,o
60069.39071,3.367,3.913,13.417,3.51726,17.359,0.072,o
60069.40363,3.367,3.913,13.419,3.51726,17.219,0.07,o
60069.40546,3.367,3.913,13.419,3.51726,17.286,0.075,o
60072.38524,3.373,3.886,13.782,3.54144,17.181,0.062,o
60072.3894,3.373,3.886,13.783,3.54144,17.169,0.068,o
60072.39688,3.373,3.886,13.784,3.54144,17.173,0.067,o
60072.40516,3.373,3.886,13.785,3.54144,17.17,0.083,o
60101.11782,3.429,3.592,16.408,3.8316,17.326,0.051,o
60101.12054,3.429,3.592,16.408,3.8316,17.373,0.052,o
60101.127,3.429,3.592,16.409,3.8316,17.405,0.053,o
60101.1498,3.43,3.591,16.41,3.83346,17.376,0.051,o
60108.38329,3.444,3.509,16.767,3.92274,17.274,0.067,o
60108.38605,3.444,3.509,16.767,3.92274,17.111,0.065,o
60108.39106,3.444,3.509,16.767,3.92274,17.172,0.061,o
60108.3984,3.444,3.508,16.767,3.92274,17.181,0.064,o
60108.41263,3.444,3.508,16.768,3.92274,17.24,0.067,o
60111.38564,3.45,3.474,16.872,3.9618,17.731,0.044,c
60111.39073,3.45,3.474,16.872,3.9618,17.705,0.042,c
60111.39392,3.45,3.474,16.872,3.9618,17.685,0.042,c
60111.40944,3.45,3.473,16.872,3.96366,17.644,0.042,c
60116.13311,3.46,3.418,16.982,4.0269,17.478,0.077,o
60116.13583,3.46,3.418,16.982,4.0269,17.479,0.107,o
60116.14216,3.46,3.418,16.983,4.0269,17.287,0.04,o
60116.15856,3.46,3.417,16.983,4.02876,17.21,0.054,o
60119.15177,3.466,3.382,17.016,4.06968,17.422,0.04,o
60119.15487,3.466,3.382,17.016,4.06968,17.384,0.039,o
60119.16242,3.466,3.382,17.016,4.06968,17.363,0.04,o
60119.16638,3.466,3.382,17.016,4.06968,17.49,0.052,o
60119.16798,3.466,3.382,17.016,4.06968,17.436,0.051,o
60119.17043,3.466,3.382,17.016,4.06968,17.332,0.059,o
60119.17654,3.466,3.382,17.016,4.06968,17.233,0.103,o
60126.31552,3.481,3.296,16.975,4.1757,17.071,0.071,o
60126.32705,3.481,3.296,16.974,4.1757,17.106,0.073,o
60126.3308,3.481,3.296,16.974,4.1757,17.037,0.074,o
60126.33586,3.481,3.296,16.974,4.1757,17.08,0.069,o
60127.27944,3.483,3.285,16.956,4.19058,17.133,0.073,o
60127.28216,3.483,3.285,16.956,4.19058,17.231,0.084,o
60127.29197,3.483,3.285,16.955,4.19058,17.143,0.086,o
60127.30923,3.483,3.285,16.955,4.19058,17.198,0.077,o
60128.05006,3.485,3.276,16.938,4.20174,17.273,0.06,o
60128.05329,3.485,3.276,16.938,4.20174,17.286,0.06,o
60128.06799,3.485,3.276,16.938,4.20174,17.287,0.058,o
60128.07718,3.485,3.275,16.937,4.20174,17.332,0.059,o
60129.32493,3.487,3.261,16.904,4.2222,17.577,0.089,o
60129.32763,3.487,3.261,16.904,4.2222,17.3,0.071,o
60129.33447,3.487,3.26,16.904,4.2222,17.324,0.07,o
60129.34774,3.488,3.26,16.904,4.2222,17.291,0.071,o
60130.29061,3.489,3.249,16.875,4.23708,17.376,0.073,o
60130.29428,3.489,3.249,16.875,4.23708,17.116,0.061,o
60130.30167,3.49,3.249,16.874,4.23708,17.302,0.068,o
60131.0762,3.491,3.24,16.848,4.24824,17.467,0.085,o
60131.07898,3.491,3.24,16.848,4.24824,17.3,0.071,o
60131.08866,3.491,3.24,16.848,4.24824,17.308,0.063,o
60131.09881,3.491,3.24,16.847,4.24824,17.258,0.098,o
60137.16409,3.504,3.168,16.564,4.34496,17.208,0.034,o
60137.16682,3.504,3.168,16.564,4.34496,17.278,0.038,o
60137.16954,3.504,3.168,16.563,4.34496,17.263,0.043,o
60137.17273,3.504,3.168,16.563,4.34496,17.19,0.052,o
60138.36982,3.506,3.154,16.49,4.36356,17.199,0.049,o
60138.37163,3.506,3.154,16.49,4.36356,17.135,0.049,o
60138.37706,3.506,3.154,16.49,4.36356,17.115,0.043,o
60138.39531,3.507,3.154,16.489,4.36356,17.106,0.046,o
60143.1016,3.516,3.1,16.146,4.43982,17.652,0.036,c
60143.10346,3.516,3.1,16.145,4.44168,17.566,0.034,c
60143.12155,3.517,3.099,16.144,4.44168,17.507,0.032,c
60143.1243,3.517,3.099,16.144,4.44168,17.6,0.034,c
60150.28418,3.532,3.02,15.444,4.55886,17.088,0.103,o
60150.2938,3.532,3.02,15.443,4.55886,16.979,0.047,o
60153.27114,3.538,2.988,15.088,4.60722,17.033,0.059,o
60153.2762,3.538,2.988,15.088,4.60722,16.954,0.057,o
60153.29136,3.538,2.988,15.086,4.60722,17.047,0.059,o
60153.29408,3.538,2.987,15.085,4.60722,17.014,0.056,o
60156.2835,3.545,2.956,14.69,4.65558,17.061,0.075,o
60156.28533,3.545,2.956,14.69,4.65558,16.959,0.071,o
60156.29492,3.545,2.956,14.689,4.65558,16.989,0.067,o
60156.31817,3.545,2.956,14.685,4.65558,16.967,0.069,o
60157.99776,3.548,2.939,14.446,4.68348,17.247,0.074,o
60157.9996,3.548,2.939,14.446,4.68348,17.176,0.07,o
60158.00234,3.548,2.939,14.446,4.68348,17.176,0.069,o
60158.00999,3.548,2.939,14.445,4.68348,17.076,0.062,o
60164.13277,3.562,2.88,13.469,4.7802,16.904,0.037,o
60164.13684,3.562,2.88,13.469,4.7802,16.99,0.039,o
60164.14142,3.562,2.88,13.468,4.7802,16.897,0.036,o
60164.15011,3.562,2.88,13.467,4.7802,16.926,0.037,o
60167.13382,3.568,2.853,12.933,4.82484,17.038,0.036,o
60167.15562,3.568,2.853,12.929,4.82484,17.033,0.039,o
60168.28512,3.571,2.843,12.717,4.84158,17.307,0.038,c
60168.28739,3.571,2.843,12.716,4.84158,17.252,0.039,c
60168.29058,3.571,2.843,12.716,4.84158,17.302,0.04,c
60168.29698,3.571,2.843,12.714,4.84158,17.233,0.038,c
60169.18406,3.572,2.835,12.544,4.8546,17.246,0.041,c
60169.18587,3.572,2.835,12.544,4.8546,17.212,0.041,c
60169.21117,3.573,2.835,12.539,4.85646,17.275,0.039,c
60169.23906,3.573,2.835,12.533,4.85646,17.264,0.039,c
60170.01628,3.574,2.828,12.381,4.86762,16.873,0.026,o
60170.01944,3.574,2.828,12.381,4.86762,16.84,0.026,o
60170.04469,3.574,2.828,12.376,4.86762,16.896,0.027,o
60170.0475,3.574,2.828,12.375,4.86762,16.83,0.026,o
60171.16337,3.577,2.819,12.152,4.88436,17.221,0.032,c
60171.16567,3.577,2.819,12.152,4.88436,17.272,0.034,c
60171.19744,3.577,2.818,12.146,4.88436,17.266,0.067,c
60171.20123,3.577,2.818,12.145,4.88436,17.332,0.07,c
60173.0333,3.581,2.804,11.768,4.9104,16.915,0.034,o
60173.03963,3.581,2.804,11.766,4.9104,16.907,0.053,o
60176.02416,3.587,2.781,11.124,4.94946,16.776,0.024,o
60176.05312,3.587,2.781,11.118,4.94946,16.844,0.026,o
60176.07206,3.587,2.781,11.114,4.94946,16.765,0.025,o
60176.08694,3.587,2.781,11.11,4.94946,16.845,0.026,o
60176.16048,3.588,2.78,11.094,4.95132,16.899,0.056,o
60177.31258,3.59,2.772,10.837,4.9662,17.165,0.028,c
60177.32874,3.59,2.772,10.833,4.9662,17.114,0.027,c
60177.33192,3.59,2.772,10.832,4.9662,17.177,0.029,c
60177.34709,3.59,2.772,10.829,4.9662,17.129,0.027,c
60183.19672,3.603,2.735,9.452,5.03316,16.646,0.062,o
60183.19958,3.603,2.735,9.451,5.03316,16.677,0.036,o
60183.20288,3.603,2.735,9.45,5.03316,16.637,0.06,o
60183.22221,3.603,2.734,9.445,5.03316,16.671,0.036,o
60184.95347,3.607,2.725,9.017,5.05176,16.672,0.045,o
60184.95529,3.607,2.725,9.017,5.05176,16.696,0.046,o
60184.96125,3.607,2.725,9.016,5.05176,16.725,0.047,o
60184.96633,3.607,2.725,9.014,5.05176,16.816,0.05,o
60186.15701,3.609,2.719,8.715,5.06292,16.485,0.079,o
60186.15886,3.61,2.719,8.715,5.06292,16.501,0.078,o
60186.16205,3.61,2.719,8.714,5.06292,16.459,0.076,o
60186.17396,3.61,2.719,8.711,5.06292,16.503,0.076,o
60191.11722,3.62,2.697,7.438,5.10384,16.576,0.035,o
60191.14427,3.62,2.696,7.431,5.10384,16.608,0.044,o
60194.01448,3.627,2.686,6.676,5.1243,16.542,0.022,o
60194.01765,3.627,2.686,6.675,5.1243,16.549,0.022,o
60194.02774,3.627,2.686,6.672,5.1243,16.542,0.022,o
60194.0332,3.627,2.686,6.671,5.1243,16.578,0.023,o
60199.94462,3.64,2.673,5.123,5.15034,16.881,0.022,c
60199.94643,3.64,2.673,5.122,5.15034,16.901,0.023,c
60199.9496,3.64,2.673,5.121,5.15034,16.869,0.022,c
60199.98043,3.64,2.673,5.113,5.15034,16.906,0.024,c
60204.14465,3.649,2.669,4.09,5.15778,16.385,0.041,o
60204.14649,3.649,2.669,4.09,5.15778,16.391,0.042,o
60204.1653,3.649,2.669,4.085,5.15778,16.369,0.049,o
60204.17157,3.649,2.669,4.084,5.15778,16.411,0.036,o
60205.91703,3.653,2.669,3.696,5.15778,16.759,0.021,c
60205.91886,3.653,2.669,3.696,5.15778,16.771,0.021,c
60205.94237,3.653,2.669,3.691,5.15778,16.792,0.022,c
60205.94555,3.653,2.669,3.69,5.15778,16.742,0.022,c
60207.17671,3.656,2.669,3.441,5.15778,16.343,0.079,o
60207.17851,3.656,2.669,3.44,5.15778,16.33,0.07,o
60207.18124,3.656,2.669,3.44,5.15778,16.286,0.053,o
60207.18666,3.656,2.669,3.439,5.15778,16.26,0.079,o
60213.12898,3.669,2.677,2.706,5.14104,16.37,0.033,o
60213.14268,3.669,2.677,2.705,5.14104,16.357,0.029,o
60213.14588,3.669,2.677,2.705,5.14104,16.391,0.029,o
60213.1607,3.669,2.677,2.705,5.14104,16.337,0.028,o
60214.1664,3.671,2.68,2.689,5.13732,16.401,0.041,o
60214.16962,3.671,2.68,2.689,5.13732,16.332,0.036,o
60214.17278,3.671,2.68,2.689,5.13732,16.269,0.036,o
60214.18326,3.671,2.68,2.689,5.13732,16.343,0.042,o
60218.32167,3.681,2.693,2.984,5.11128,16.405,0.051,o
60218.32581,3.681,2.693,2.985,5.11128,16.445,0.051,o
60218.35808,3.681,2.693,2.989,5.11128,16.558,0.067,o
60219.21579,3.683,2.696,3.112,5.1057,16.311,0.062,o
60219.21942,3.683,2.696,3.113,5.1057,16.439,0.042,o
60219.22643,3.683,2.696,3.114,5.1057,16.575,0.094,o
60219.23646,3.683,2.696,3.115,5.10384,16.337,0.063,o
60220.91811,3.686,2.704,3.402,5.09082,16.626,0.028,o
60220.92132,3.686,2.704,3.403,5.09082,16.516,0.026,o
60220.95198,3.687,2.704,3.409,5.09082,16.443,0.026,o
60220.95836,3.687,2.704,3.41,5.09082,16.423,0.026,o
60222.19522,3.689,2.71,3.651,5.07966,16.422,0.022,o
60222.19838,3.689,2.71,3.652,5.07966,16.42,0.024,o
60222.20471,3.689,2.71,3.653,5.07966,16.429,0.023,o
60222.21652,3.689,2.71,3.656,5.07966,16.389,0.025,o
60225.22193,3.696,2.726,4.313,5.0499,16.429,0.035,o
60225.2256,3.696,2.726,4.314,5.0499,16.41,0.032,o
60225.25652,3.696,2.726,4.321,5.0499,16.379,0.036,o
60225.28511,3.696,2.726,4.328,5.0499,16.433,0.035,o
60228.16489,3.703,2.744,5.013,5.01642,16.502,0.025,o
60228.16806,3.703,2.744,5.013,5.01642,16.551,0.023,o
60228.17766,3.703,2.744,5.016,5.01642,16.551,0.025,o
60228.20357,3.703,2.744,5.022,5.01642,16.504,0.028,o
60228.20971,3.703,2.744,5.023,5.01642,16.512,0.031,o
60228.22176,3.703,2.744,5.026,5.01642,16.486,0.03,o
60228.22266,3.703,2.744,5.027,5.01642,16.563,0.06,o
60228.22726,3.703,2.744,5.028,5.01642,16.535,0.064,o
60231.19962,3.709,2.765,5.758,4.97736,16.538,0.048,o
60231.2028,3.709,2.765,5.759,4.97736,16.566,0.048,o
60231.21789,3.709,2.765,5.763,4.97736,16.553,0.05,o
60231.24596,3.71,2.766,5.77,4.97736,16.583,0.049,o
60232.86532,3.713,2.778,6.17,4.95504,16.602,0.022,o
60232.88944,3.713,2.778,6.176,4.95504,16.572,0.022,o
60232.90103,3.713,2.778,6.179,4.95504,16.572,0.022,o
60235.85928,3.72,2.803,6.906,4.9104,16.727,0.024,o
60235.86297,3.72,2.803,6.907,4.9104,16.827,0.026,o
60235.86851,3.72,2.803,6.908,4.9104,16.743,0.025,o
60235.87312,3.72,2.803,6.909,4.9104,16.833,0.026,o
60235.87633,3.72,2.803,6.91,4.9104,16.81,0.026,o
60235.87958,3.72,2.803,6.911,4.9104,16.836,0.027,o
60237.11179,3.723,2.814,7.21,4.8918,16.589,0.027,o
60237.11548,3.723,2.814,7.211,4.8918,16.672,0.03,o
60240.12172,3.729,2.842,7.926,4.84344,16.697,0.04,o
60240.12491,3.729,2.842,7.927,4.84344,16.716,0.035,o
60240.13237,3.729,2.842,7.929,4.84344,16.719,0.034,o
60240.14348,3.729,2.842,7.931,4.84344,16.747,0.032,o
60252.10303,3.756,2.976,10.496,4.62582,17.138,0.051,c
60252.10621,3.756,2.976,10.497,4.62582,17.098,0.05,c
60252.11163,3.756,2.976,10.498,4.62582,17.17,0.052,c
60252.12158,3.756,2.976,10.5,4.62582,17.076,0.051,c
60255.10282,3.763,3.014,11.053,4.5663,16.966,0.034,o
60255.10643,3.763,3.014,11.054,4.5663,16.956,0.035,o
60255.11325,3.763,3.014,11.055,4.5663,16.927,0.036,o
60255.12326,3.763,3.014,11.057,4.5663,16.946,0.034,o
60273.09048,3.804,3.275,13.566,4.20174,17.339,0.073,o
60273.09368,3.804,3.275,13.567,4.20174,17.383,0.079,o
60273.09915,3.804,3.276,13.567,4.20174,17.343,0.075,o
60273.13477,3.804,3.276,13.571,4.20174,17.403,0.106,o
60274.84601,3.807,3.303,13.734,4.1664,17.388,0.072,o
60274.84967,3.807,3.303,13.735,4.1664,17.341,0.069,o
60274.85535,3.808,3.303,13.735,4.1664,17.383,0.074,o
60274.87001,3.808,3.304,13.736,4.1664,17.398,0.081,o
60276.08015,3.81,3.323,13.844,4.14222,17.445,0.062,o
60276.08333,3.81,3.323,13.845,4.14222,17.395,0.06,o
60276.09304,3.81,3.323,13.845,4.14222,17.522,0.068,o
60276.1044,3.81,3.323,13.846,4.14222,17.471,0.066,o
60277.78918,3.814,3.351,13.986,4.10874,17.55,0.039,o
60277.7928,3.814,3.351,13.986,4.10874,17.516,0.038,o
60277.79968,3.814,3.351,13.987,4.10688,17.499,0.039,o
60277.81077,3.814,3.351,13.988,4.10688,17.589,0.045,o
60288.26479,3.838,3.525,14.586,3.90414,18.17,0.047,c
60288.26759,3.838,3.525,14.586,3.90414,18.133,0.046,c
60288.27392,3.838,3.526,14.586,3.90414,18.285,0.052,c
60288.29482,3.838,3.526,14.587,3.90414,18.141,0.048,c
60290.26214,3.842,3.56,14.65,3.86694,17.777,0.039,o
60290.2655,3.842,3.56,14.65,3.86694,17.79,0.04,o
60290.27255,3.842,3.56,14.65,3.86694,17.789,0.041,o
60290.28714,3.842,3.56,14.65,3.86694,17.811,0.043,o
60292.7786,3.848,3.603,14.708,3.82044,17.838,0.05,o
60292.78179,3.848,3.603,14.708,3.82044,17.882,0.051,o
60292.78723,3.848,3.603,14.708,3.82044,17.911,0.052,o
60292.80905,3.848,3.603,14.709,3.82044,17.876,0.05,o
60294.2448,3.851,3.628,14.731,3.7944,17.904,0.048,o
60294.24803,3.851,3.628,14.731,3.7944,17.924,0.049,o
60294.25573,3.851,3.628,14.731,3.7944,17.928,0.049,o
60294.26763,3.851,3.628,14.731,3.7944,17.895,0.047,o
60300.78455,3.866,3.741,14.738,3.67908,17.931,0.091,o
60300.79003,3.866,3.741,14.738,3.67908,17.929,0.086,o
60300.79364,3.866,3.741,14.738,3.67908,17.767,0.082,o
60300.80471,3.866,3.742,14.738,3.67908,17.954,0.091,o
60300.82031,3.866,3.742,14.738,3.67908,18.19,0.119,o
60300.83796,3.866,3.742,14.738,3.67908,17.829,0.093,o
60303.01431,3.871,3.78,14.707,3.64188,17.479,0.095,o
60303.01747,3.871,3.78,14.707,3.64188,17.725,0.092,o
60303.02384,3.871,3.78,14.707,3.64188,17.792,0.09,o
60303.04662,3.871,3.781,14.706,3.64002,17.774,0.091,o
60304.26814,3.874,3.802,14.682,3.62142,17.861,0.08,o
60304.27131,3.874,3.802,14.682,3.62142,17.839,0.079,o
60304.27675,3.874,3.802,14.682,3.62142,18.114,0.103,o
60304.28807,3.874,3.802,14.682,3.61956,17.856,0.084,o
60306.25649,3.878,3.836,14.632,3.58794,18.015,0.071,o
60306.2666,3.878,3.836,14.632,3.58794,18.115,0.08,o
60306.27743,3.878,3.837,14.632,3.58794,17.972,0.073,o
60308.25234,3.883,3.871,14.57,3.55632,18.007,0.06,o
60308.25554,3.883,3.871,14.57,3.55632,17.935,0.059,o
60308.26534,3.883,3.871,14.569,3.55632,17.85,0.062,o
60308.27973,3.883,3.871,14.569,3.55632,18.004,0.078,o
60310.22872,3.887,3.905,14.496,3.5247,18.093,0.053,o
60310.23284,3.887,3.905,14.496,3.5247,18.07,0.051,o
60310.24087,3.887,3.905,14.495,3.5247,18.121,0.054,o
60310.2563,3.887,3.905,14.495,3.5247,18.141,0.056,o
60312.22978,3.892,3.939,14.409,3.49494,18.064,0.055,o
60312.23294,3.892,3.939,14.409,3.49494,18.164,0.06,o
60312.23882,3.892,3.939,14.409,3.49494,18.113,0.058,o
60312.25085,3.892,3.94,14.408,3.49308,18.093,0.058,o
60314.24334,3.896,3.974,14.31,3.46332,18.214,0.053,o
60314.24623,3.896,3.974,14.31,3.46332,18.194,0.053,o
60314.25631,3.896,3.974,14.309,3.46332,18.137,0.052,o
60314.26247,3.896,3.974,14.309,3.46332,18.255,0.056,o
60316.18909,3.901,4.007,14.203,3.43542,18.114,0.062,o
60316.19406,3.901,4.007,14.203,3.43542,18.069,0.055,o
60316.19722,3.901,4.007,14.203,3.43542,18.055,0.054,o
60316.20778,3.901,4.007,14.202,3.43542,18.065,0.065,o
60319.79447,3.909,4.068,13.978,3.38334,18.665,0.148,c
60322.20945,3.914,4.108,13.808,3.34986,18.408,0.063,o
60322.21476,3.914,4.109,13.808,3.34986,18.348,0.06,o
60322.21815,3.914,4.109,13.808,3.34986,18.426,0.064,o
60322.23208,3.914,4.109,13.807,3.34986,18.523,0.071,o
60327.25629,3.925,4.192,13.407,3.2829,18.605,0.117,o
60327.25916,3.925,4.192,13.407,3.2829,18.709,0.131,o
60327.27759,3.925,4.192,13.405,3.2829,18.511,0.116,o
60327.29673,3.925,4.192,13.404,3.2829,18.944,0.194,o
60330.20643,3.932,4.24,13.145,3.24756,18.822,0.125,o
60330.20979,3.932,4.24,13.145,3.2457,18.545,0.098,o
